,Q
22,"[0.01091486 0.02182971 0.03274457 0.04365943 0.05457428 0.06548914
 0.076404   0.08731886 0.09823371 0.10914857 0.12006343 0.13097828
 0.14189314 0.152808   0.16372285 0.17463771 0.18555257 0.19646743
 0.20738228 0.21829714 0.229212   0.24012685 0.25104171 0.26195657
 0.27287142 0.28378628 0.29470114 0.30561599 0.31653085 0.32744571
 0.33836057 0.34927542 0.36019028 0.37110514 0.38201999 0.39293485
 0.40384971 0.41476456 0.42567942 0.43659428 0.44750914 0.45842399
 0.46933885 0.48025371 0.49116856 0.50208342 0.51299828 0.52391313
 0.53482799 0.54574285 0.5566577  0.56757256 0.57848742 0.58940228
 0.60031713 0.61123199 0.62214685 0.6330617  0.64397656 0.65489142
 0.66580627 0.67672113 0.68763599 0.69855085 0.7094657  0.72038056
 0.73129542 0.74221027 0.75312513 0.76403999 0.77495484 0.7858697
 0.79678456 0.80769941 0.81861427 0.82952913 0.84044399 0.85135884
 0.8622737  0.87318856 0.88410341 0.89501827 0.90593313 0.91684798
 0.92776284 0.9386777  0.94959256 0.96050741 0.97142227 0.98233713
 0.99325198 1.00416684 1.0150817  1.02599655 1.03691141 1.04782627
 1.05874112 1.06965598 1.08057084 1.0914857 ]"
23,"[0.01090176 0.02180352 0.03270528 0.04360704 0.0545088  0.06541056
 0.07631232 0.08721408 0.09811584 0.1090176  0.11991936 0.13082112
 0.14172289 0.15262465 0.16352641 0.17442817 0.18532993 0.19623169
 0.20713345 0.21803521 0.22893697 0.23983873 0.25074049 0.26164225
 0.27254401 0.28344577 0.29434753 0.30524929 0.31615105 0.32705281
 0.33795457 0.34885633 0.35975809 0.37065985 0.38156161 0.39246337
 0.40336514 0.4142669  0.42516866 0.43607042 0.44697218 0.45787394
 0.4687757  0.47967746 0.49057922 0.50148098 0.51238274 0.5232845
 0.53418626 0.54508802 0.55598978 0.56689154 0.5777933  0.58869506
 0.59959682 0.61049858 0.62140034 0.6323021  0.64320386 0.65410562
 0.66500739 0.67590915 0.68681091 0.69771267 0.70861443 0.71951619
 0.73041795 0.74131971 0.75222147 0.76312323 0.77402499 0.78492675
 0.79582851 0.80673027 0.81763203 0.82853379 0.83943555 0.85033731
 0.86123907 0.87214083 0.88304259 0.89394435 0.90484611 0.91574787
 0.92664964 0.9375514  0.94845316 0.95935492 0.97025668 0.98115844
 0.9920602  1.00296196 1.01386372 1.02476548 1.03566724 1.046569
 1.05747076 1.06837252 1.07927428 1.09017604]"
24,"[0.01092923 0.02185846 0.03278769 0.04371692 0.05464615 0.06557538
 0.07650461 0.08743384 0.09836307 0.1092923  0.12022153 0.13115076
 0.14207999 0.15300921 0.16393844 0.17486767 0.1857969  0.19672613
 0.20765536 0.21858459 0.22951382 0.24044305 0.25137228 0.26230151
 0.27323074 0.28415997 0.2950892  0.30601843 0.31694766 0.32787689
 0.33880612 0.34973535 0.36066458 0.37159381 0.38252304 0.39345227
 0.4043815  0.41531073 0.42623996 0.43716919 0.44809841 0.45902764
 0.46995687 0.4808861  0.49181533 0.50274456 0.51367379 0.52460302
 0.53553225 0.54646148 0.55739071 0.56831994 0.57924917 0.5901784
 0.60110763 0.61203686 0.62296609 0.63389532 0.64482455 0.65575378
 0.66668301 0.67761224 0.68854147 0.6994707  0.71039993 0.72132916
 0.73225839 0.74318761 0.75411684 0.76504607 0.7759753  0.78690453
 0.79783376 0.80876299 0.81969222 0.83062145 0.84155068 0.85247991
 0.86340914 0.87433837 0.8852676  0.89619683 0.90712606 0.91805529
 0.92898452 0.93991375 0.95084298 0.96177221 0.97270144 0.98363067
 0.9945599  1.00548913 1.01641836 1.02734759 1.03827681 1.04920604
 1.06013527 1.0710645  1.08199373 1.09292296]"
25,"[0.01087512 0.02175024 0.03262536 0.04350048 0.0543756  0.06525072
 0.07612584 0.08700096 0.09787608 0.1087512  0.11962632 0.13050144
 0.14137656 0.15225168 0.1631268  0.17400192 0.18487704 0.19575216
 0.20662729 0.21750241 0.22837753 0.23925265 0.25012777 0.26100289
 0.27187801 0.28275313 0.29362825 0.30450337 0.31537849 0.32625361
 0.33712873 0.34800385 0.35887897 0.36975409 0.38062921 0.39150433
 0.40237945 0.41325457 0.42412969 0.43500481 0.44587993 0.45675505
 0.46763017 0.47850529 0.48938041 0.50025553 0.51113065 0.52200577
 0.53288089 0.54375601 0.55463113 0.56550625 0.57638137 0.58725649
 0.59813161 0.60900674 0.61988186 0.63075698 0.6416321  0.65250722
 0.66338234 0.67425746 0.68513258 0.6960077  0.70688282 0.71775794
 0.72863306 0.73950818 0.7503833  0.76125842 0.77213354 0.78300866
 0.79388378 0.8047589  0.81563402 0.82650914 0.83738426 0.84825938
 0.8591345  0.87000962 0.88088474 0.89175986 0.90263498 0.9135101
 0.92438522 0.93526034 0.94613546 0.95701058 0.9678857  0.97876082
 0.98963594 1.00051106 1.01138619 1.02226131 1.03313643 1.04401155
 1.05488667 1.06576179 1.07663691 1.08751203]"
26,"[0.01086235 0.0217247  0.03258705 0.0434494  0.05431175 0.0651741
 0.07603645 0.0868988  0.09776115 0.1086235  0.11948585 0.1303482
 0.14121055 0.1520729  0.16293525 0.1737976  0.18465995 0.1955223
 0.20638466 0.21724701 0.22810936 0.23897171 0.24983406 0.26069641
 0.27155876 0.28242111 0.29328346 0.30414581 0.31500816 0.32587051
 0.33673286 0.34759521 0.35845756 0.36931991 0.38018226 0.39104461
 0.40190696 0.41276931 0.42363166 0.43449401 0.44535636 0.45621871
 0.46708106 0.47794341 0.48880576 0.49966811 0.51053046 0.52139281
 0.53225516 0.54311751 0.55397986 0.56484221 0.57570456 0.58656691
 0.59742926 0.60829162 0.61915397 0.63001632 0.64087867 0.65174102
 0.66260337 0.67346572 0.68432807 0.69519042 0.70605277 0.71691512
 0.72777747 0.73863982 0.74950217 0.76036452 0.77122687 0.78208922
 0.79295157 0.80381392 0.81467627 0.82553862 0.83640097 0.84726332
 0.85812567 0.86898802 0.87985037 0.89071272 0.90157507 0.91243742
 0.92329977 0.93416212 0.94502447 0.95588682 0.96674917 0.97761152
 0.98847387 0.99933623 1.01019858 1.02106093 1.03192328 1.04278563
 1.05364798 1.06451033 1.07537268 1.08623503]"
27,"[0.01087282 0.02174565 0.03261847 0.0434913  0.05436412 0.06523695
 0.07610977 0.0869826  0.09785542 0.10872824 0.11960107 0.13047389
 0.14134672 0.15221954 0.16309237 0.17396519 0.18483801 0.19571084
 0.20658366 0.21745649 0.22832931 0.23920214 0.25007496 0.26094779
 0.27182061 0.28269343 0.29356626 0.30443908 0.31531191 0.32618473
 0.33705756 0.34793038 0.35880321 0.36967603 0.38054885 0.39142168
 0.4022945  0.41316733 0.42404015 0.43491298 0.4457858  0.45665862
 0.46753145 0.47840427 0.4892771  0.50014992 0.51102275 0.52189557
 0.5327684  0.54364122 0.55451404 0.56538687 0.57625969 0.58713252
 0.59800534 0.60887817 0.61975099 0.63062381 0.64149664 0.65236946
 0.66324229 0.67411511 0.68498794 0.69586076 0.70673359 0.71760641
 0.72847923 0.73935206 0.75022488 0.76109771 0.77197053 0.78284336
 0.79371618 0.80458901 0.81546183 0.82633465 0.83720748 0.8480803
 0.85895313 0.86982595 0.88069878 0.8915716  0.90244442 0.91331725
 0.92419007 0.9350629  0.94593572 0.95680855 0.96768137 0.9785542
 0.98942702 1.00029984 1.01117267 1.02204549 1.03291832 1.04379114
 1.05466397 1.06553679 1.07640962 1.08728244]"
28,"[0.01089105 0.02178209 0.03267314 0.04356418 0.05445523 0.06534628
 0.07623732 0.08712837 0.09801942 0.10891046 0.11980151 0.13069255
 0.1415836  0.15247465 0.16336569 0.17425674 0.18514778 0.19603883
 0.20692988 0.21782092 0.22871197 0.23960302 0.25049406 0.26138511
 0.27227615 0.2831672  0.29405825 0.30494929 0.31584034 0.32673139
 0.33762243 0.34851348 0.35940452 0.37029557 0.38118662 0.39207766
 0.40296871 0.41385975 0.4247508  0.43564185 0.44653289 0.45742394
 0.46831499 0.47920603 0.49009708 0.50098812 0.51187917 0.52277022
 0.53366126 0.54455231 0.55544335 0.5663344  0.57722545 0.58811649
 0.59900754 0.60989859 0.62078963 0.63168068 0.64257172 0.65346277
 0.66435382 0.67524486 0.68613591 0.69702695 0.707918   0.71880905
 0.72970009 0.74059114 0.75148219 0.76237323 0.77326428 0.78415532
 0.79504637 0.80593742 0.81682846 0.82771951 0.83861056 0.8495016
 0.86039265 0.87128369 0.88217474 0.89306579 0.90395683 0.91484788
 0.92573892 0.93662997 0.94752102 0.95841206 0.96930311 0.98019416
 0.9910852  1.00197625 1.01286729 1.02375834 1.03464939 1.04554043
 1.05643148 1.06732252 1.07821357 1.08910462]"
29,"[0.01084808 0.02169615 0.03254423 0.0433923  0.05424038 0.06508845
 0.07593653 0.0867846  0.09763268 0.10848075 0.11932883 0.1301769
 0.14102498 0.15187305 0.16272113 0.1735692  0.18441728 0.19526535
 0.20611343 0.2169615  0.22780958 0.23865765 0.24950573 0.2603538
 0.27120188 0.28204995 0.29289803 0.30374611 0.31459418 0.32544226
 0.33629033 0.34713841 0.35798648 0.36883456 0.37968263 0.39053071
 0.40137878 0.41222686 0.42307493 0.43392301 0.44477108 0.45561916
 0.46646723 0.47731531 0.48816338 0.49901146 0.50985953 0.52070761
 0.53155568 0.54240376 0.55325183 0.56409991 0.57494798 0.58579606
 0.59664414 0.60749221 0.61834029 0.62918836 0.64003644 0.65088451
 0.66173259 0.67258066 0.68342874 0.69427681 0.70512489 0.71597296
 0.72682104 0.73766911 0.74851719 0.75936526 0.77021334 0.78106141
 0.79190949 0.80275756 0.81360564 0.82445371 0.83530179 0.84614986
 0.85699794 0.86784601 0.87869409 0.88954216 0.90039024 0.91123832
 0.92208639 0.93293447 0.94378254 0.95463062 0.96547869 0.97632677
 0.98717484 0.99802292 1.00887099 1.01971907 1.03056714 1.04141522
 1.05226329 1.06311137 1.07395944 1.08480752]"
30,"[0.01083492 0.02166984 0.03250476 0.04333967 0.05417459 0.06500951
 0.07584443 0.08667935 0.09751427 0.10834918 0.1191841  0.13001902
 0.14085394 0.15168886 0.16252378 0.1733587  0.18419361 0.19502853
 0.20586345 0.21669837 0.22753329 0.23836821 0.24920313 0.26003804
 0.27087296 0.28170788 0.2925428  0.30337772 0.31421264 0.32504755
 0.33588247 0.34671739 0.35755231 0.36838723 0.37922215 0.39005707
 0.40089198 0.4117269  0.42256182 0.43339674 0.44423166 0.45506658
 0.4659015  0.47673641 0.48757133 0.49840625 0.50924117 0.52007609
 0.53091101 0.54174592 0.55258084 0.56341576 0.57425068 0.5850856
 0.59592052 0.60675544 0.61759035 0.62842527 0.63926019 0.65009511
 0.66093003 0.67176495 0.68259986 0.69343478 0.7042697  0.71510462
 0.72593954 0.73677446 0.74760938 0.75844429 0.76927921 0.78011413
 0.79094905 0.80178397 0.81261889 0.82345381 0.83428872 0.84512364
 0.85595856 0.86679348 0.8776284  0.88846332 0.89929823 0.91013315
 0.92096807 0.93180299 0.94263791 0.95347283 0.96430775 0.97514266
 0.98597758 0.9968125  1.00764742 1.01848234 1.02931726 1.04015217
 1.05098709 1.06182201 1.07265693 1.08349185]"
31,"[0.01082749 0.02165499 0.03248248 0.04330997 0.05413747 0.06496496
 0.07579245 0.08661995 0.09744744 0.10827493 0.11910243 0.12992992
 0.14075741 0.15158491 0.1624124  0.17323989 0.18406738 0.19489488
 0.20572237 0.21654986 0.22737736 0.23820485 0.24903234 0.25985984
 0.27068733 0.28151482 0.29234232 0.30316981 0.3139973  0.3248248
 0.33565229 0.34647978 0.35730728 0.36813477 0.37896226 0.38978976
 0.40061725 0.41144474 0.42227224 0.43309973 0.44392722 0.45475472
 0.46558221 0.4764097  0.4872372  0.49806469 0.50889218 0.51971967
 0.53054717 0.54137466 0.55220215 0.56302965 0.57385714 0.58468463
 0.59551213 0.60633962 0.61716711 0.62799461 0.6388221  0.64964959
 0.66047709 0.67130458 0.68213207 0.69295957 0.70378706 0.71461455
 0.72544205 0.73626954 0.74709703 0.75792453 0.76875202 0.77957951
 0.79040701 0.8012345  0.81206199 0.82288949 0.83371698 0.84454447
 0.85537196 0.86619946 0.87702695 0.88785444 0.89868194 0.90950943
 0.92033692 0.93116442 0.94199191 0.9528194  0.9636469  0.97447439
 0.98530188 0.99612938 1.00695687 1.01778436 1.02861186 1.03943935
 1.05026684 1.06109434 1.07192183 1.08274932]"
32,"[0.01082339 0.02164679 0.03247018 0.04329357 0.05411697 0.06494036
 0.07576376 0.08658715 0.09741054 0.10823394 0.11905733 0.12988072
 0.14070412 0.15152751 0.16235091 0.1731743  0.18399769 0.19482109
 0.20564448 0.21646787 0.22729127 0.23811466 0.24893806 0.25976145
 0.27058484 0.28140824 0.29223163 0.30305502 0.31387842 0.32470181
 0.3355252  0.3463486  0.35717199 0.36799539 0.37881878 0.38964217
 0.40046557 0.41128896 0.42211235 0.43293575 0.44375914 0.45458254
 0.46540593 0.47622932 0.48705272 0.49787611 0.5086995  0.5195229
 0.53034629 0.54116968 0.55199308 0.56281647 0.57363987 0.58446326
 0.59528665 0.60611005 0.61693344 0.62775683 0.63858023 0.64940362
 0.66022702 0.67105041 0.6818738  0.6926972  0.70352059 0.71434398
 0.72516738 0.73599077 0.74681417 0.75763756 0.76846095 0.77928435
 0.79010774 0.80093113 0.81175453 0.82257792 0.83340131 0.84422471
 0.8550481  0.8658715  0.87669489 0.88751828 0.89834168 0.90916507
 0.91998846 0.93081186 0.94163525 0.95245865 0.96328204 0.97410543
 0.98492883 0.99575222 1.00657561 1.01739901 1.0282224  1.0390458
 1.04986919 1.06069258 1.07151598 1.08233937]"
33,"[0.0108513  0.02170259 0.03255389 0.04340518 0.05425648 0.06510778
 0.07595907 0.08681037 0.09766167 0.10851296 0.11936426 0.13021555
 0.14106685 0.15191815 0.16276944 0.17362074 0.18447204 0.19532333
 0.20617463 0.21702592 0.22787722 0.23872852 0.24957981 0.26043111
 0.27128241 0.2821337  0.292985   0.30383629 0.31468759 0.32553889
 0.33639018 0.34724148 0.35809278 0.36894407 0.37979537 0.39064666
 0.40149796 0.41234926 0.42320055 0.43405185 0.44490315 0.45575444
 0.46660574 0.47745703 0.48830833 0.49915963 0.51001092 0.52086222
 0.53171352 0.54256481 0.55341611 0.5642674  0.5751187  0.58597
 0.59682129 0.60767259 0.61852389 0.62937518 0.64022648 0.65107777
 0.66192907 0.67278037 0.68363166 0.69448296 0.70533426 0.71618555
 0.72703685 0.73788814 0.74873944 0.75959074 0.77044203 0.78129333
 0.79214463 0.80299592 0.81384722 0.82469851 0.83554981 0.84640111
 0.8572524  0.8681037  0.878955   0.88980629 0.90065759 0.91150888
 0.92236018 0.93321148 0.94406277 0.95491407 0.96576536 0.97661666
 0.98746796 0.99831925 1.00917055 1.02002185 1.03087314 1.04172444
 1.05257573 1.06342703 1.07427833 1.08512962]"
34,"[0.01083644 0.02167288 0.03250933 0.04334577 0.05418221 0.06501865
 0.0758551  0.08669154 0.09752798 0.10836442 0.11920087 0.13003731
 0.14087375 0.15171019 0.16254664 0.17338308 0.18421952 0.19505596
 0.2058924  0.21672885 0.22756529 0.23840173 0.24923817 0.26007462
 0.27091106 0.2817475  0.29258394 0.30342039 0.31425683 0.32509327
 0.33592971 0.34676615 0.3576026  0.36843904 0.37927548 0.39011192
 0.40094837 0.41178481 0.42262125 0.43345769 0.44429414 0.45513058
 0.46596702 0.47680346 0.48763991 0.49847635 0.50931279 0.52014923
 0.53098567 0.54182212 0.55265856 0.563495   0.57433144 0.58516789
 0.59600433 0.60684077 0.61767721 0.62851366 0.6393501  0.65018654
 0.66102298 0.67185942 0.68269587 0.69353231 0.70436875 0.71520519
 0.72604164 0.73687808 0.74771452 0.75855096 0.76938741 0.78022385
 0.79106029 0.80189673 0.81273318 0.82356962 0.83440606 0.8452425
 0.85607894 0.86691539 0.87775183 0.88858827 0.89942471 0.91026116
 0.9210976  0.93193404 0.94277048 0.95360693 0.96444337 0.97527981
 0.98611625 0.9969527  1.00778914 1.01862558 1.02946202 1.04029846
 1.05113491 1.06197135 1.07280779 1.08364423]"
35,"[0.01080519 0.02161037 0.03241556 0.04322074 0.05402593 0.06483111
 0.0756363  0.08644148 0.09724667 0.10805185 0.11885704 0.12966222
 0.14046741 0.15127259 0.16207778 0.17288296 0.18368815 0.19449334
 0.20529852 0.21610371 0.22690889 0.23771408 0.24851926 0.25932445
 0.27012963 0.28093482 0.29174    0.30254519 0.31335037 0.32415556
 0.33496074 0.34576593 0.35657111 0.3673763  0.37818149 0.38898667
 0.39979186 0.41059704 0.42140223 0.43220741 0.4430126  0.45381778
 0.46462297 0.47542815 0.48623334 0.49703852 0.50784371 0.51864889
 0.52945408 0.54025926 0.55106445 0.56186963 0.57267482 0.58348001
 0.59428519 0.60509038 0.61589556 0.62670075 0.63750593 0.64831112
 0.6591163  0.66992149 0.68072667 0.69153186 0.70233704 0.71314223
 0.72394741 0.7347526  0.74555778 0.75636297 0.76716816 0.77797334
 0.78877853 0.79958371 0.8103889  0.82119408 0.83199927 0.84280445
 0.85360964 0.86441482 0.87522001 0.88602519 0.89683038 0.90763556
 0.91844075 0.92924593 0.94005112 0.95085631 0.96166149 0.97246668
 0.98327186 0.99407705 1.00488223 1.01568742 1.0264926  1.03729779
 1.04810297 1.05890816 1.06971334 1.08051853]"
36,"[0.01079679 0.02159357 0.03239036 0.04318714 0.05398393 0.06478072
 0.0755775  0.08637429 0.09717107 0.10796786 0.11876465 0.12956143
 0.14035822 0.151155   0.16195179 0.17274857 0.18354536 0.19434215
 0.20513893 0.21593572 0.2267325  0.23752929 0.24832608 0.25912286
 0.26991965 0.28071643 0.29151322 0.30231001 0.31310679 0.32390358
 0.33470036 0.34549715 0.35629394 0.36709072 0.37788751 0.38868429
 0.39948108 0.41027787 0.42107465 0.43187144 0.44266822 0.45346501
 0.46426179 0.47505858 0.48585537 0.49665215 0.50744894 0.51824572
 0.52904251 0.5398393  0.55063608 0.56143287 0.57222965 0.58302644
 0.59382323 0.60462001 0.6154168  0.62621358 0.63701037 0.64780716
 0.65860394 0.66940073 0.68019751 0.6909943  0.70179109 0.71258787
 0.72338466 0.73418144 0.74497823 0.75577501 0.7665718  0.77736859
 0.78816537 0.79896216 0.80975894 0.82055573 0.83135252 0.8421493
 0.85294609 0.86374287 0.87453966 0.88533645 0.89613323 0.90693002
 0.9177268  0.92852359 0.93932038 0.95011716 0.96091395 0.97171073
 0.98250752 0.99330431 1.00410109 1.01489788 1.02569466 1.03649145
 1.04728823 1.05808502 1.06888181 1.07967859]"
37,"[0.01078488 0.02156975 0.03235463 0.0431395  0.05392438 0.06470925
 0.07549413 0.086279   0.09706388 0.10784875 0.11863363 0.1294185
 0.14020338 0.15098825 0.16177313 0.17255801 0.18334288 0.19412776
 0.20491263 0.21569751 0.22648238 0.23726726 0.24805213 0.25883701
 0.26962188 0.28040676 0.29119163 0.30197651 0.31276138 0.32354626
 0.33433113 0.34511601 0.35590089 0.36668576 0.37747064 0.38825551
 0.39904039 0.40982526 0.42061014 0.43139501 0.44217989 0.45296476
 0.46374964 0.47453451 0.48531939 0.49610426 0.50688914 0.51767402
 0.52845889 0.53924377 0.55002864 0.56081352 0.57159839 0.58238327
 0.59316814 0.60395302 0.61473789 0.62552277 0.63630764 0.64709252
 0.65787739 0.66866227 0.67944714 0.69023202 0.7010169  0.71180177
 0.72258665 0.73337152 0.7441564  0.75494127 0.76572615 0.77651102
 0.7872959  0.79808077 0.80886565 0.81965052 0.8304354  0.84122027
 0.85200515 0.86279003 0.8735749  0.88435978 0.89514465 0.90592953
 0.9167144  0.92749928 0.93828415 0.94906903 0.9598539  0.97063878
 0.98142365 0.99220853 1.0029934  1.01377828 1.02456315 1.03534803
 1.04613291 1.05691778 1.06770266 1.07848753]"
38,"[0.01081331 0.02162661 0.03243992 0.04325323 0.05406654 0.06487984
 0.07569315 0.08650646 0.09731977 0.10813307 0.11894638 0.12975969
 0.140573   0.1513863  0.16219961 0.17301292 0.18382623 0.19463953
 0.20545284 0.21626615 0.22707946 0.23789276 0.24870607 0.25951938
 0.27033268 0.28114599 0.2919593  0.30277261 0.31358591 0.32439922
 0.33521253 0.34602584 0.35683914 0.36765245 0.37846576 0.38927907
 0.40009237 0.41090568 0.42171899 0.4325323  0.4433456  0.45415891
 0.46497222 0.47578552 0.48659883 0.49741214 0.50822545 0.51903875
 0.52985206 0.54066537 0.55147868 0.56229198 0.57310529 0.5839186
 0.59473191 0.60554521 0.61635852 0.62717183 0.63798514 0.64879844
 0.65961175 0.67042506 0.68123837 0.69205167 0.70286498 0.71367829
 0.72449159 0.7353049  0.74611821 0.75693152 0.76774482 0.77855813
 0.78937144 0.80018475 0.81099805 0.82181136 0.83262467 0.84343798
 0.85425128 0.86506459 0.8758779  0.88669121 0.89750451 0.90831782
 0.91913113 0.92994443 0.94075774 0.95157105 0.96238436 0.97319766
 0.98401097 0.99482428 1.00563759 1.01645089 1.0272642  1.03807751
 1.04889082 1.05970412 1.07051743 1.08133074]"
39,"[0.01080951 0.02161902 0.03242852 0.04323803 0.05404754 0.06485705
 0.07566656 0.08647606 0.09728557 0.10809508 0.11890459 0.1297141
 0.14052361 0.15133311 0.16214262 0.17295213 0.18376164 0.19457115
 0.20538065 0.21619016 0.22699967 0.23780918 0.24861869 0.25942819
 0.2702377  0.28104721 0.29185672 0.30266623 0.31347573 0.32428524
 0.33509475 0.34590426 0.35671377 0.36752328 0.37833278 0.38914229
 0.3999518  0.41076131 0.42157082 0.43238032 0.44318983 0.45399934
 0.46480885 0.47561836 0.48642786 0.49723737 0.50804688 0.51885639
 0.5296659  0.5404754  0.55128491 0.56209442 0.57290393 0.58371344
 0.59452295 0.60533245 0.61614196 0.62695147 0.63776098 0.64857049
 0.65937999 0.6701895  0.68099901 0.69180852 0.70261803 0.71342753
 0.72423704 0.73504655 0.74585606 0.75666557 0.76747507 0.77828458
 0.78909409 0.7999036  0.81071311 0.82152262 0.83233212 0.84314163
 0.85395114 0.86476065 0.87557016 0.88637966 0.89718917 0.90799868
 0.91880819 0.9296177  0.9404272  0.95123671 0.96204622 0.97285573
 0.98366524 0.99447474 1.00528425 1.01609376 1.02690327 1.03771278
 1.04852229 1.05933179 1.0701413  1.08095081]"
