,Q
21,"[-4.43927836e-16  1.06563795e-02  2.13127590e-02  3.19691384e-02
  4.26255179e-02  5.32818974e-02  6.39382769e-02  7.45946564e-02
  8.52510358e-02  9.59074153e-02  1.06563795e-01  1.17220174e-01
  1.27876554e-01  1.38532933e-01  1.49189313e-01  1.59845692e-01
  1.70502072e-01  1.81158451e-01  1.91814831e-01  2.02471210e-01
  2.13127590e-01  2.23783969e-01  2.34440349e-01  2.45096728e-01
  2.55753108e-01  2.66409487e-01  2.77065866e-01  2.87722246e-01
  2.98378625e-01  3.09035005e-01  3.19691384e-01  3.30347764e-01
  3.41004143e-01  3.51660523e-01  3.62316902e-01  3.72973282e-01
  3.83629661e-01  3.94286041e-01  4.04942420e-01  4.15598800e-01
  4.26255179e-01  4.36911559e-01  4.47567938e-01  4.58224318e-01
  4.68880697e-01  4.79537077e-01  4.90193456e-01  5.00849836e-01
  5.11506215e-01  5.22162595e-01  5.32818974e-01  5.43475353e-01
  5.54131733e-01  5.64788112e-01  5.75444492e-01  5.86100871e-01
  5.96757251e-01  6.07413630e-01  6.18070010e-01  6.28726389e-01
  6.39382769e-01  6.50039148e-01  6.60695528e-01  6.71351907e-01
  6.82008287e-01  6.92664666e-01  7.03321046e-01  7.13977425e-01
  7.24633805e-01  7.35290184e-01  7.45946564e-01  7.56602943e-01
  7.67259323e-01  7.77915702e-01  7.88572082e-01  7.99228461e-01
  8.09884840e-01  8.20541220e-01  8.31197599e-01  8.41853979e-01
  8.52510358e-01  8.63166738e-01  8.73823117e-01  8.84479497e-01
  8.95135876e-01  9.05792256e-01  9.16448635e-01  9.27105015e-01
  9.37761394e-01  9.48417774e-01  9.59074153e-01  9.69730533e-01
  9.80386912e-01  9.91043292e-01  1.00169967e+00  1.01235605e+00
  1.02301243e+00  1.03366881e+00  1.04432519e+00  1.05498157e+00]"
22,"[0.01065366 0.02130732 0.03196098 0.04261465 0.05326831 0.06392197
 0.07457563 0.08522929 0.09588295 0.10653662 0.11719028 0.12784394
 0.1384976  0.14915126 0.15980492 0.17045859 0.18111225 0.19176591
 0.20241957 0.21307323 0.22372689 0.23438056 0.24503422 0.25568788
 0.26634154 0.2769952  0.28764886 0.29830253 0.30895619 0.31960985
 0.33026351 0.34091717 0.35157083 0.3622245  0.37287816 0.38353182
 0.39418548 0.40483914 0.4154928  0.42614647 0.43680013 0.44745379
 0.45810745 0.46876111 0.47941477 0.49006844 0.5007221  0.51137576
 0.52202942 0.53268308 0.54333674 0.55399041 0.56464407 0.57529773
 0.58595139 0.59660505 0.60725871 0.61791238 0.62856604 0.6392197
 0.64987336 0.66052702 0.67118068 0.68183435 0.69248801 0.70314167
 0.71379533 0.72444899 0.73510265 0.74575632 0.75640998 0.76706364
 0.7777173  0.78837096 0.79902462 0.80967829 0.82033195 0.83098561
 0.84163927 0.85229293 0.86294659 0.87360026 0.88425392 0.89490758
 0.90556124 0.9162149  0.92686856 0.93752223 0.94817589 0.95882955
 0.96948321 0.98013687 0.99079053 1.00144419 1.01209786 1.02275152
 1.03340518 1.04405884 1.0547125  1.06536616]"
23,"[0.01064577 0.02129154 0.03193731 0.04258308 0.05322885 0.06387461
 0.07452038 0.08516615 0.09581192 0.10645769 0.11710346 0.12774923
 0.138395   0.14904077 0.15968654 0.17033231 0.18097807 0.19162384
 0.20226961 0.21291538 0.22356115 0.23420692 0.24485269 0.25549846
 0.26614423 0.27679    0.28743577 0.29808153 0.3087273  0.31937307
 0.33001884 0.34066461 0.35131038 0.36195615 0.37260192 0.38324769
 0.39389346 0.40453923 0.41518499 0.42583076 0.43647653 0.4471223
 0.45776807 0.46841384 0.47905961 0.48970538 0.50035115 0.51099692
 0.52164269 0.53228846 0.54293422 0.55357999 0.56422576 0.57487153
 0.5855173  0.59616307 0.60680884 0.61745461 0.62810038 0.63874615
 0.64939192 0.66003768 0.67068345 0.68132922 0.69197499 0.70262076
 0.71326653 0.7239123  0.73455807 0.74520384 0.75584961 0.76649538
 0.77714114 0.78778691 0.79843268 0.80907845 0.81972422 0.83036999
 0.84101576 0.85166153 0.8623073  0.87295307 0.88359884 0.8942446
 0.90489037 0.91553614 0.92618191 0.93682768 0.94747345 0.95811922
 0.96876499 0.97941076 0.99005653 1.0007023  1.01134806 1.02199383
 1.0326396  1.04328537 1.05393114 1.06457691]"
24,"[0.01063935 0.0212787  0.03191804 0.04255739 0.05319674 0.06383609
 0.07447543 0.08511478 0.09575413 0.10639348 0.11703283 0.12767217
 0.13831152 0.14895087 0.15959022 0.17022956 0.18086891 0.19150826
 0.20214761 0.21278695 0.2234263  0.23406565 0.244705   0.25534435
 0.26598369 0.27662304 0.28726239 0.29790174 0.30854108 0.31918043
 0.32981978 0.34045913 0.35109848 0.36173782 0.37237717 0.38301652
 0.39365587 0.40429521 0.41493456 0.42557391 0.43621326 0.4468526
 0.45749195 0.4681313  0.47877065 0.48941    0.50004934 0.51068869
 0.52132804 0.53196739 0.54260673 0.55324608 0.56388543 0.57452478
 0.58516413 0.59580347 0.60644282 0.61708217 0.62772152 0.63836086
 0.64900021 0.65963956 0.67027891 0.68091826 0.6915576  0.70219695
 0.7128363  0.72347565 0.73411499 0.74475434 0.75539369 0.76603304
 0.77667238 0.78731173 0.79795108 0.80859043 0.81922978 0.82986912
 0.84050847 0.85114782 0.86178717 0.87242651 0.88306586 0.89370521
 0.90434456 0.91498391 0.92562325 0.9362626  0.94690195 0.9575413
 0.96818064 0.97881999 0.98945934 1.00009869 1.01073803 1.02137738
 1.03201673 1.04265608 1.05329543 1.06393477]"
25,"[0.01063375 0.0212675  0.03190125 0.04253501 0.05316876 0.06380251
 0.07443626 0.08507001 0.09570376 0.10633751 0.11697126 0.12760502
 0.13823877 0.14887252 0.15950627 0.17014002 0.18077377 0.19140752
 0.20204127 0.21267503 0.22330878 0.23394253 0.24457628 0.25521003
 0.26584378 0.27647753 0.28711129 0.29774504 0.30837879 0.31901254
 0.32964629 0.34028004 0.35091379 0.36154754 0.3721813  0.38281505
 0.3934488  0.40408255 0.4147163  0.42535005 0.4359838  0.44661755
 0.45725131 0.46788506 0.47851881 0.48915256 0.49978631 0.51042006
 0.52105381 0.53168757 0.54232132 0.55295507 0.56358882 0.57422257
 0.58485632 0.59549007 0.60612382 0.61675758 0.62739133 0.63802508
 0.64865883 0.65929258 0.66992633 0.68056008 0.69119383 0.70182759
 0.71246134 0.72309509 0.73372884 0.74436259 0.75499634 0.76563009
 0.77626385 0.7868976  0.79753135 0.8081651  0.81879885 0.8294326
 0.84006635 0.8507001  0.86133386 0.87196761 0.88260136 0.89323511
 0.90386886 0.91450261 0.92513636 0.93577011 0.94640387 0.95703762
 0.96767137 0.97830512 0.98893887 0.99957262 1.01020637 1.02084012
 1.03147388 1.04210763 1.05274138 1.06337513]"
26,"[0.01053379 0.02106757 0.03160136 0.04213515 0.05266894 0.06320272
 0.07373651 0.0842703  0.09480409 0.10533787 0.11587166 0.12640545
 0.13693923 0.14747302 0.15800681 0.1685406  0.17907438 0.18960817
 0.20014196 0.21067575 0.22120953 0.23174332 0.24227711 0.25281089
 0.26334468 0.27387847 0.28441226 0.29494604 0.30547983 0.31601362
 0.32654741 0.33708119 0.34761498 0.35814877 0.36868255 0.37921634
 0.38975013 0.40028392 0.4108177  0.42135149 0.43188528 0.44241907
 0.45295285 0.46348664 0.47402043 0.48455421 0.495088   0.50562179
 0.51615558 0.52668936 0.53722315 0.54775694 0.55829073 0.56882451
 0.5793583  0.58989209 0.60042587 0.61095966 0.62149345 0.63202724
 0.64256102 0.65309481 0.6636286  0.67416239 0.68469617 0.69522996
 0.70576375 0.71629753 0.72683132 0.73736511 0.7478989  0.75843268
 0.76896647 0.77950026 0.79003405 0.80056783 0.81110162 0.82163541
 0.83216919 0.84270298 0.85323677 0.86377056 0.87430434 0.88483813
 0.89537192 0.90590571 0.91643949 0.92697328 0.93750707 0.94804085
 0.95857464 0.96910843 0.97964222 0.990176   1.00070979 1.01124358
 1.02177737 1.03231115 1.04284494 1.05337873]"
27,"[0.01049572 0.02099144 0.03148716 0.04198288 0.05247859 0.06297431
 0.07347003 0.08396575 0.09446147 0.10495719 0.11545291 0.12594863
 0.13644435 0.14694006 0.15743578 0.1679315  0.17842722 0.18892294
 0.19941866 0.20991438 0.2204101  0.23090582 0.24140154 0.25189725
 0.26239297 0.27288869 0.28338441 0.29388013 0.30437585 0.31487157
 0.32536729 0.33586301 0.34635872 0.35685444 0.36735016 0.37784588
 0.3883416  0.39883732 0.40933304 0.41982876 0.43032448 0.44082019
 0.45131591 0.46181163 0.47230735 0.48280307 0.49329879 0.50379451
 0.51429023 0.52478595 0.53528167 0.54577738 0.5562731  0.56676882
 0.57726454 0.58776026 0.59825598 0.6087517  0.61924742 0.62974314
 0.64023885 0.65073457 0.66123029 0.67172601 0.68222173 0.69271745
 0.70321317 0.71370889 0.72420461 0.73470032 0.74519604 0.75569176
 0.76618748 0.7766832  0.78717892 0.79767464 0.80817036 0.81866608
 0.8291618  0.83965751 0.85015323 0.86064895 0.87114467 0.88164039
 0.89213611 0.90263183 0.91312755 0.92362327 0.93411898 0.9446147
 0.95511042 0.96560614 0.97610186 0.98659758 0.9970933  1.00758902
 1.01808474 1.02858045 1.03907617 1.04957189]"
28,"[0.01047346 0.02094691 0.03142037 0.04189383 0.05236728 0.06284074
 0.0733142  0.08378766 0.09426111 0.10473457 0.11520803 0.12568148
 0.13615494 0.1466284  0.15710185 0.16757531 0.17804877 0.18852222
 0.19899568 0.20946914 0.21994259 0.23041605 0.24088951 0.25136297
 0.26183642 0.27230988 0.28278334 0.29325679 0.30373025 0.31420371
 0.32467716 0.33515062 0.34562408 0.35609753 0.36657099 0.37704445
 0.38751791 0.39799136 0.40846482 0.41893828 0.42941173 0.43988519
 0.45035865 0.4608321  0.47130556 0.48177902 0.49225247 0.50272593
 0.51319939 0.52367284 0.5341463  0.54461976 0.55509322 0.56556667
 0.57604013 0.58651359 0.59698704 0.6074605  0.61793396 0.62840741
 0.63888087 0.64935433 0.65982778 0.67030124 0.6807747  0.69124815
 0.70172161 0.71219507 0.72266853 0.73314198 0.74361544 0.7540889
 0.76456235 0.77503581 0.78550927 0.79598272 0.80645618 0.81692964
 0.82740309 0.83787655 0.84835001 0.85882347 0.86929692 0.87977038
 0.89024384 0.90071729 0.91119075 0.92166421 0.93213766 0.94261112
 0.95308458 0.96355803 0.97403149 0.98450495 0.9949784  1.00545186
 1.01592532 1.02639878 1.03687223 1.04734569]"
29,"[0.01045752 0.02091505 0.03137257 0.04183009 0.05228762 0.06274514
 0.07320266 0.08366019 0.09411771 0.10457523 0.11503276 0.12549028
 0.1359478  0.14640533 0.15686285 0.16732038 0.1777779  0.18823542
 0.19869295 0.20915047 0.21960799 0.23006552 0.24052304 0.25098056
 0.26143809 0.27189561 0.28235313 0.29281066 0.30326818 0.3137257
 0.32418323 0.33464075 0.34509827 0.3555558  0.36601332 0.37647084
 0.38692837 0.39738589 0.40784341 0.41830094 0.42875846 0.43921598
 0.44967351 0.46013103 0.47058855 0.48104608 0.4915036  0.50196113
 0.51241865 0.52287617 0.5333337  0.54379122 0.55424874 0.56470627
 0.57516379 0.58562131 0.59607884 0.60653636 0.61699388 0.62745141
 0.63790893 0.64836645 0.65882398 0.6692815  0.67973902 0.69019655
 0.70065407 0.71111159 0.72156912 0.73202664 0.74248416 0.75294169
 0.76339921 0.77385673 0.78431426 0.79477178 0.8052293  0.81568683
 0.82614435 0.83660188 0.8470594  0.85751692 0.86797445 0.87843197
 0.88888949 0.89934702 0.90980454 0.92026206 0.93071959 0.94117711
 0.95163463 0.96209216 0.97254968 0.9830072  0.99346473 1.00392225
 1.01437977 1.0248373  1.03529482 1.04575234]"
30,"[0.01043748 0.02087496 0.03131244 0.04174993 0.05218741 0.06262489
 0.07306237 0.08349985 0.09393733 0.10437481 0.11481229 0.12524978
 0.13568726 0.14612474 0.15656222 0.1669997  0.17743718 0.18787466
 0.19831214 0.20874963 0.21918711 0.22962459 0.24006207 0.25049955
 0.26093703 0.27137451 0.281812   0.29224948 0.30268696 0.31312444
 0.32356192 0.3339994  0.34443688 0.35487436 0.36531185 0.37574933
 0.38618681 0.39662429 0.40706177 0.41749925 0.42793673 0.43837421
 0.4488117  0.45924918 0.46968666 0.48012414 0.49056162 0.5009991
 0.51143658 0.52187407 0.53231155 0.54274903 0.55318651 0.56362399
 0.57406147 0.58449895 0.59493643 0.60537392 0.6158114  0.62624888
 0.63668636 0.64712384 0.65756132 0.6679988  0.67843629 0.68887377
 0.69931125 0.70974873 0.72018621 0.73062369 0.74106117 0.75149865
 0.76193614 0.77237362 0.7828111  0.79324858 0.80368606 0.81412354
 0.82456102 0.8349985  0.84543599 0.85587347 0.86631095 0.87674843
 0.88718591 0.89762339 0.90806087 0.91849836 0.92893584 0.93937332
 0.9498108  0.96024828 0.97068576 0.98112324 0.99156072 1.00199821
 1.01243569 1.02287317 1.03331065 1.04374813]"
31,"[0.01051531 0.02103061 0.03154592 0.04206123 0.05257653 0.06309184
 0.07360715 0.08412245 0.09463776 0.10515307 0.11566838 0.12618368
 0.13669899 0.1472143  0.1577296  0.16824491 0.17876022 0.18927552
 0.19979083 0.21030614 0.22082144 0.23133675 0.24185206 0.25236736
 0.26288267 0.27339798 0.28391328 0.29442859 0.3049439  0.31545921
 0.32597451 0.33648982 0.34700513 0.35752043 0.36803574 0.37855105
 0.38906635 0.39958166 0.41009697 0.42061227 0.43112758 0.44164289
 0.45215819 0.4626735  0.47318881 0.48370411 0.49421942 0.50473473
 0.51525004 0.52576534 0.53628065 0.54679596 0.55731126 0.56782657
 0.57834188 0.58885718 0.59937249 0.6098878  0.6204031  0.63091841
 0.64143372 0.65194902 0.66246433 0.67297964 0.68349494 0.69401025
 0.70452556 0.71504087 0.72555617 0.73607148 0.74658679 0.75710209
 0.7676174  0.77813271 0.78864801 0.79916332 0.80967863 0.82019393
 0.83070924 0.84122455 0.85173985 0.86225516 0.87277047 0.88328577
 0.89380108 0.90431639 0.9148317  0.925347   0.93586231 0.94637762
 0.95689292 0.96740823 0.97792354 0.98843884 0.99895415 1.00946946
 1.01998476 1.03050007 1.04101538 1.05153068]"
32,"[0.0105279  0.02105581 0.03158371 0.04211162 0.05263952 0.06316743
 0.07369533 0.08422323 0.09475114 0.10527904 0.11580695 0.12633485
 0.13686276 0.14739066 0.15791857 0.16844647 0.17897437 0.18950228
 0.20003018 0.21055809 0.22108599 0.2316139  0.2421418  0.2526697
 0.26319761 0.27372551 0.28425342 0.29478132 0.30530923 0.31583713
 0.32636504 0.33689294 0.34742084 0.35794875 0.36847665 0.37900456
 0.38953246 0.40006037 0.41058827 0.42111617 0.43164408 0.44217198
 0.45269989 0.46322779 0.4737557  0.4842836  0.4948115  0.50533941
 0.51586731 0.52639522 0.53692312 0.54745103 0.55797893 0.56850684
 0.57903474 0.58956264 0.60009055 0.61061845 0.62114636 0.63167426
 0.64220217 0.65273007 0.66325797 0.67378588 0.68431378 0.69484169
 0.70536959 0.7158975  0.7264254  0.7369533  0.74748121 0.75800911
 0.76853702 0.77906492 0.78959283 0.80012073 0.81064864 0.82117654
 0.83170444 0.84223235 0.85276025 0.86328816 0.87381606 0.88434397
 0.89487187 0.90539977 0.91592768 0.92645558 0.93698349 0.94751139
 0.9580393  0.9685672  0.97909511 0.98962301 1.00015091 1.01067882
 1.02120672 1.03173463 1.04226253 1.05279044]"
33,"[0.01043592 0.02087183 0.03130775 0.04174367 0.05217958 0.0626155
 0.07305142 0.08348733 0.09392325 0.10435917 0.11479508 0.125231
 0.13566692 0.14610283 0.15653875 0.16697467 0.17741058 0.1878465
 0.19828242 0.20871833 0.21915425 0.22959017 0.24002608 0.250462
 0.26089792 0.27133383 0.28176975 0.29220567 0.30264158 0.3130775
 0.32351342 0.33394933 0.34438525 0.35482117 0.36525708 0.375693
 0.38612892 0.39656483 0.40700075 0.41743667 0.42787258 0.4383085
 0.44874442 0.45918033 0.46961625 0.48005217 0.49048808 0.500924
 0.51135992 0.52179583 0.53223175 0.54266767 0.55310358 0.5635395
 0.57397542 0.58441133 0.59484725 0.60528317 0.61571908 0.626155
 0.63659092 0.64702683 0.65746275 0.66789867 0.67833458 0.6887705
 0.69920642 0.70964233 0.72007825 0.73051417 0.74095008 0.751386
 0.76182192 0.77225783 0.78269375 0.79312967 0.80356558 0.8140015
 0.82443742 0.83487333 0.84530925 0.85574517 0.86618108 0.876617
 0.88705292 0.89748883 0.90792475 0.91836067 0.92879658 0.9392325
 0.94966842 0.96010433 0.97054025 0.98097617 0.99141209 1.001848
 1.01228392 1.02271984 1.03315575 1.04359167]"
34,"[0.01039927 0.02079855 0.03119782 0.0415971  0.05199637 0.06239564
 0.07279492 0.08319419 0.09359347 0.10399274 0.11439202 0.12479129
 0.13519056 0.14558984 0.15598911 0.16638839 0.17678766 0.18718693
 0.19758621 0.20798548 0.21838476 0.22878403 0.2391833  0.24958258
 0.25998185 0.27038113 0.2807804  0.29117968 0.30157895 0.31197822
 0.3223775  0.33277677 0.34317605 0.35357532 0.36397459 0.37437387
 0.38477314 0.39517242 0.40557169 0.41597096 0.42637024 0.43676951
 0.44716879 0.45756806 0.46796734 0.47836661 0.48876588 0.49916516
 0.50956443 0.51996371 0.53036298 0.54076225 0.55116153 0.5615608
 0.57196008 0.58235935 0.59275862 0.6031579  0.61355717 0.62395645
 0.63435572 0.64475499 0.65515427 0.66555354 0.67595282 0.68635209
 0.69675137 0.70715064 0.71754991 0.72794919 0.73834846 0.74874774
 0.75914701 0.76954628 0.77994556 0.79034483 0.80074411 0.81114338
 0.82154265 0.83194193 0.8423412  0.85274048 0.86313975 0.87353903
 0.8839383  0.89433757 0.90473685 0.91513612 0.9255354  0.93593467
 0.94633394 0.95673322 0.96713249 0.97753177 0.98793104 0.99833031
 1.00872959 1.01912886 1.02952814 1.03992741]"
35,"[0.01039474 0.02078948 0.03118422 0.04157896 0.0519737  0.06236844
 0.07276318 0.08315792 0.09355266 0.10394741 0.11434215 0.12473689
 0.13513163 0.14552637 0.15592111 0.16631585 0.17671059 0.18710533
 0.19750007 0.20789481 0.21828955 0.22868429 0.23907903 0.24947377
 0.25986851 0.27026325 0.28065799 0.29105273 0.30144747 0.31184222
 0.32223696 0.3326317  0.34302644 0.35342118 0.36381592 0.37421066
 0.3846054  0.39500014 0.40539488 0.41578962 0.42618436 0.4365791
 0.44697384 0.45736858 0.46776332 0.47815806 0.4885528  0.49894754
 0.50934229 0.51973703 0.53013177 0.54052651 0.55092125 0.56131599
 0.57171073 0.58210547 0.59250021 0.60289495 0.61328969 0.62368443
 0.63407917 0.64447391 0.65486865 0.66526339 0.67565813 0.68605287
 0.69644761 0.70684235 0.7172371  0.72763184 0.73802658 0.74842132
 0.75881606 0.7692108  0.77960554 0.79000028 0.80039502 0.81078976
 0.8211845  0.83157924 0.84197398 0.85236872 0.86276346 0.8731582
 0.88355294 0.89394768 0.90434242 0.91473717 0.92513191 0.93552665
 0.94592139 0.95631613 0.96671087 0.97710561 0.98750035 0.99789509
 1.00828983 1.01868457 1.02907931 1.03947405]"
36,"[0.01038032 0.02076063 0.03114095 0.04152126 0.05190158 0.06228189
 0.07266221 0.08304252 0.09342284 0.10380315 0.11418347 0.12456378
 0.1349441  0.14532441 0.15570473 0.16608504 0.17646536 0.18684567
 0.19722599 0.2076063  0.21798662 0.22836693 0.23874725 0.24912756
 0.25950788 0.26988819 0.28026851 0.29064883 0.30102914 0.31140946
 0.32178977 0.33217009 0.3425504  0.35293072 0.36331103 0.37369135
 0.38407166 0.39445198 0.40483229 0.41521261 0.42559292 0.43597324
 0.44635355 0.45673387 0.46711418 0.4774945  0.48787481 0.49825513
 0.50863544 0.51901576 0.52939607 0.53977639 0.5501567  0.56053702
 0.57091733 0.58129765 0.59167797 0.60205828 0.6124386  0.62281891
 0.63319923 0.64357954 0.65395986 0.66434017 0.67472049 0.6851008
 0.69548112 0.70586143 0.71624175 0.72662206 0.73700238 0.74738269
 0.75776301 0.76814332 0.77852364 0.78890395 0.79928427 0.80966458
 0.8200449  0.83042521 0.84080553 0.85118584 0.86156616 0.87194648
 0.88232679 0.89270711 0.90308742 0.91346774 0.92384805 0.93422837
 0.94460868 0.954989   0.96536931 0.97574963 0.98612994 0.99651026
 1.00689057 1.01727089 1.0276512  1.03803152]"
37,"[0.01038623 0.02077247 0.0311587  0.04154493 0.05193117 0.0623174
 0.07270363 0.08308987 0.0934761  0.10386233 0.11424857 0.1246348
 0.13502103 0.14540727 0.1557935  0.16617973 0.17656597 0.1869522
 0.19733843 0.20772467 0.2181109  0.22849713 0.23888337 0.2492696
 0.25965583 0.27004207 0.2804283  0.29081453 0.30120077 0.311587
 0.32197323 0.33235947 0.3427457  0.35313194 0.36351817 0.3739044
 0.38429064 0.39467687 0.4050631  0.41544934 0.42583557 0.4362218
 0.44660804 0.45699427 0.4673805  0.47776674 0.48815297 0.4985392
 0.50892544 0.51931167 0.5296979  0.54008414 0.55047037 0.5608566
 0.57124284 0.58162907 0.5920153  0.60240154 0.61278777 0.623174
 0.63356024 0.64394647 0.6543327  0.66471894 0.67510517 0.6854914
 0.69587764 0.70626387 0.7166501  0.72703634 0.73742257 0.7478088
 0.75819504 0.76858127 0.7789675  0.78935374 0.79973997 0.8101262
 0.82051244 0.83089867 0.8412849  0.85167114 0.86205737 0.8724436
 0.88282984 0.89321607 0.9036023  0.91398854 0.92437477 0.934761
 0.94514724 0.95553347 0.9659197  0.97630594 0.98669217 0.9970784
 1.00746464 1.01785087 1.02823711 1.03862334]"
38,"[0.01045334 0.02090667 0.03136001 0.04181334 0.05226668 0.06272002
 0.07317335 0.08362669 0.09408002 0.10453336 0.11498669 0.12544003
 0.13589337 0.1463467  0.15680004 0.16725337 0.17770671 0.18816005
 0.19861338 0.20906672 0.21952005 0.22997339 0.24042672 0.25088006
 0.2613334  0.27178673 0.28224007 0.2926934  0.30314674 0.31360008
 0.32405341 0.33450675 0.34496008 0.35541342 0.36586675 0.37632009
 0.38677343 0.39722676 0.4076801  0.41813343 0.42858677 0.43904011
 0.44949344 0.45994678 0.47040011 0.48085345 0.49130679 0.50176012
 0.51221346 0.52266679 0.53312013 0.54357346 0.5540268  0.56448014
 0.57493347 0.58538681 0.59584014 0.60629348 0.61674682 0.62720015
 0.63765349 0.64810682 0.65856016 0.66901349 0.67946683 0.68992017
 0.7003735  0.71082684 0.72128017 0.73173351 0.74218685 0.75264018
 0.76309352 0.77354685 0.78400019 0.79445353 0.80490686 0.8153602
 0.82581353 0.83626687 0.8467202  0.85717354 0.86762688 0.87808021
 0.88853355 0.89898688 0.90944022 0.91989356 0.93034689 0.94080023
 0.95125356 0.9617069  0.97216023 0.98261357 0.99306691 1.00352024
 1.01397358 1.02442691 1.03488025 1.04533359]"
