,Q
22,"[0.01047388 0.02094775 0.03142163 0.04189551 0.05236938 0.06284326
 0.07331714 0.08379101 0.09426489 0.10473877 0.11521264 0.12568652
 0.1361604  0.14663427 0.15710815 0.16758203 0.1780559  0.18852978
 0.19900366 0.20947753 0.21995141 0.23042529 0.24089916 0.25137304
 0.26184692 0.27232079 0.28279467 0.29326855 0.30374242 0.3142163
 0.32469018 0.33516405 0.34563793 0.35611181 0.36658569 0.37705956
 0.38753344 0.39800732 0.40848119 0.41895507 0.42942895 0.43990282
 0.4503767  0.46085058 0.47132445 0.48179833 0.49227221 0.50274608
 0.51321996 0.52369384 0.53416771 0.54464159 0.55511547 0.56558934
 0.57606322 0.5865371  0.59701097 0.60748485 0.61795873 0.6284326
 0.63890648 0.64938036 0.65985423 0.67032811 0.68080199 0.69127586
 0.70174974 0.71222362 0.72269749 0.73317137 0.74364525 0.75411912
 0.764593   0.77506688 0.78554075 0.79601463 0.80648851 0.81696238
 0.82743626 0.83791014 0.84838401 0.85885789 0.86933177 0.87980564
 0.89027952 0.9007534  0.91122727 0.92170115 0.93217503 0.9426489
 0.95312278 0.96359666 0.97407053 0.98454441 0.99501829 1.00549216
 1.01596604 1.02643992 1.0369138  1.04738767]"
23,"[0.01046767 0.02093534 0.03140301 0.04187069 0.05233836 0.06280603
 0.0732737  0.08374137 0.09420904 0.10467671 0.11514438 0.12561206
 0.13607973 0.1465474  0.15701507 0.16748274 0.17795041 0.18841808
 0.19888575 0.20935343 0.2198211  0.23028877 0.24075644 0.25122411
 0.26169178 0.27215945 0.28262712 0.2930948  0.30356247 0.31403014
 0.32449781 0.33496548 0.34543315 0.35590082 0.36636849 0.37683617
 0.38730384 0.39777151 0.40823918 0.41870685 0.42917452 0.43964219
 0.45010987 0.46057754 0.47104521 0.48151288 0.49198055 0.50244822
 0.51291589 0.52338356 0.53385124 0.54431891 0.55478658 0.56525425
 0.57572192 0.58618959 0.59665726 0.60712493 0.61759261 0.62806028
 0.63852795 0.64899562 0.65946329 0.66993096 0.68039863 0.6908663
 0.70133398 0.71180165 0.72226932 0.73273699 0.74320466 0.75367233
 0.76414    0.77460767 0.78507535 0.79554302 0.80601069 0.81647836
 0.82694603 0.8374137  0.84788137 0.85834904 0.86881672 0.87928439
 0.88975206 0.90021973 0.9106874  0.92115507 0.93162274 0.94209042
 0.95255809 0.96302576 0.97349343 0.9839611  0.99442877 1.00489644
 1.01536411 1.02583179 1.03629946 1.04676713]"
24,"[-4.44008523e-16  1.04598870e-02  2.09197740e-02  3.13796610e-02
  4.18395480e-02  5.22994351e-02  6.27593221e-02  7.32192091e-02
  8.36790961e-02  9.41389831e-02  1.04598870e-01  1.15058757e-01
  1.25518644e-01  1.35978531e-01  1.46438418e-01  1.56898305e-01
  1.67358192e-01  1.77818079e-01  1.88277966e-01  1.98737853e-01
  2.09197740e-01  2.19657627e-01  2.30117514e-01  2.40577401e-01
  2.51037288e-01  2.61497175e-01  2.71957062e-01  2.82416949e-01
  2.92876836e-01  3.03336723e-01  3.13796610e-01  3.24256497e-01
  3.34716384e-01  3.45176271e-01  3.55636158e-01  3.66096045e-01
  3.76555932e-01  3.87015819e-01  3.97475706e-01  4.07935593e-01
  4.18395480e-01  4.28855368e-01  4.39315255e-01  4.49775142e-01
  4.60235029e-01  4.70694916e-01  4.81154803e-01  4.91614690e-01
  5.02074577e-01  5.12534464e-01  5.22994351e-01  5.33454238e-01
  5.43914125e-01  5.54374012e-01  5.64833899e-01  5.75293786e-01
  5.85753673e-01  5.96213560e-01  6.06673447e-01  6.17133334e-01
  6.27593221e-01  6.38053108e-01  6.48512995e-01  6.58972882e-01
  6.69432769e-01  6.79892656e-01  6.90352543e-01  7.00812430e-01
  7.11272317e-01  7.21732204e-01  7.32192091e-01  7.42651978e-01
  7.53111865e-01  7.63571752e-01  7.74031639e-01  7.84491526e-01
  7.94951413e-01  8.05411300e-01  8.15871187e-01  8.26331074e-01
  8.36790961e-01  8.47250848e-01  8.57710735e-01  8.68170622e-01
  8.78630509e-01  8.89090396e-01  8.99550283e-01  9.10010170e-01
  9.20470057e-01  9.30929944e-01  9.41389831e-01  9.51849718e-01
  9.62309605e-01  9.72769492e-01  9.83229379e-01  9.93689266e-01
  1.00414915e+00  1.01460904e+00  1.02506893e+00  1.03552881e+00]"
25,"[0.01045239 0.02090478 0.03135717 0.04180956 0.05226195 0.06271435
 0.07316674 0.08361913 0.09407152 0.10452391 0.1149763  0.12542869
 0.13588108 0.14633347 0.15678586 0.16723825 0.17769064 0.18814304
 0.19859543 0.20904782 0.21950021 0.2299526  0.24040499 0.25085738
 0.26130977 0.27176216 0.28221455 0.29266694 0.30311933 0.31357173
 0.32402412 0.33447651 0.3449289  0.35538129 0.36583368 0.37628607
 0.38673846 0.39719085 0.40764324 0.41809563 0.42854802 0.43900042
 0.44945281 0.4599052  0.47035759 0.48080998 0.49126237 0.50171476
 0.51216715 0.52261954 0.53307193 0.54352432 0.55397671 0.56442911
 0.5748815  0.58533389 0.59578628 0.60623867 0.61669106 0.62714345
 0.63759584 0.64804823 0.65850062 0.66895301 0.6794054  0.6898578
 0.70031019 0.71076258 0.72121497 0.73166736 0.74211975 0.75257214
 0.76302453 0.77347692 0.78392931 0.7943817  0.80483409 0.81528649
 0.82573888 0.83619127 0.84664366 0.85709605 0.86754844 0.87800083
 0.88845322 0.89890561 0.909358   0.91981039 0.93026278 0.94071518
 0.95116757 0.96161996 0.97207235 0.98252474 0.99297713 1.00342952
 1.01388191 1.0243343  1.03478669 1.04523908]"
26,"[0.01034861 0.02069722 0.03104584 0.04139445 0.05174306 0.06209167
 0.07244028 0.0827889  0.09313751 0.10348612 0.11383473 0.12418334
 0.13453196 0.14488057 0.15522918 0.16557779 0.1759264  0.18627502
 0.19662363 0.20697224 0.21732085 0.22766946 0.23801808 0.24836669
 0.2587153  0.26906391 0.27941252 0.28976114 0.30010975 0.31045836
 0.32080697 0.33115558 0.34150419 0.35185281 0.36220142 0.37255003
 0.38289864 0.39324725 0.40359587 0.41394448 0.42429309 0.4346417
 0.44499031 0.45533893 0.46568754 0.47603615 0.48638476 0.49673337
 0.50708199 0.5174306  0.52777921 0.53812782 0.54847643 0.55882505
 0.56917366 0.57952227 0.58987088 0.60021949 0.61056811 0.62091672
 0.63126533 0.64161394 0.65196255 0.66231117 0.67265978 0.68300839
 0.693357   0.70370561 0.71405423 0.72440284 0.73475145 0.74510006
 0.75544867 0.76579729 0.7761459  0.78649451 0.79684312 0.80719173
 0.81754035 0.82788896 0.83823757 0.84858618 0.85893479 0.86928341
 0.87963202 0.88998063 0.90032924 0.91067785 0.92102646 0.93137508
 0.94172369 0.9520723  0.96242091 0.97276952 0.98311814 0.99346675
 1.00381536 1.01416397 1.02451258 1.0348612 ]"
27,"[3.55290195e-15 1.02760828e-02 2.05521656e-02 3.08282483e-02
 4.11043311e-02 5.13804139e-02 6.16564967e-02 7.19325794e-02
 8.22086622e-02 9.24847450e-02 1.02760828e-01 1.13036911e-01
 1.23312993e-01 1.33589076e-01 1.43865159e-01 1.54141242e-01
 1.64417324e-01 1.74693407e-01 1.84969490e-01 1.95245573e-01
 2.05521656e-01 2.15797738e-01 2.26073821e-01 2.36349904e-01
 2.46625987e-01 2.56902069e-01 2.67178152e-01 2.77454235e-01
 2.87730318e-01 2.98006401e-01 3.08282483e-01 3.18558566e-01
 3.28834649e-01 3.39110732e-01 3.49386814e-01 3.59662897e-01
 3.69938980e-01 3.80215063e-01 3.90491146e-01 4.00767228e-01
 4.11043311e-01 4.21319394e-01 4.31595477e-01 4.41871559e-01
 4.52147642e-01 4.62423725e-01 4.72699808e-01 4.82975891e-01
 4.93251973e-01 5.03528056e-01 5.13804139e-01 5.24080222e-01
 5.34356304e-01 5.44632387e-01 5.54908470e-01 5.65184553e-01
 5.75460636e-01 5.85736718e-01 5.96012801e-01 6.06288884e-01
 6.16564967e-01 6.26841049e-01 6.37117132e-01 6.47393215e-01
 6.57669298e-01 6.67945381e-01 6.78221463e-01 6.88497546e-01
 6.98773629e-01 7.09049712e-01 7.19325794e-01 7.29601877e-01
 7.39877960e-01 7.50154043e-01 7.60430125e-01 7.70706208e-01
 7.80982291e-01 7.91258374e-01 8.01534457e-01 8.11810539e-01
 8.22086622e-01 8.32362705e-01 8.42638788e-01 8.52914870e-01
 8.63190953e-01 8.73467036e-01 8.83743119e-01 8.94019202e-01
 9.04295284e-01 9.14571367e-01 9.24847450e-01 9.35123533e-01
 9.45399615e-01 9.55675698e-01 9.65951781e-01 9.76227864e-01
 9.86503947e-01 9.96780029e-01 1.00705611e+00 1.01733219e+00]"
28,"[0.01024078 0.02048155 0.03072233 0.04096311 0.05120388 0.06144466
 0.07168544 0.08192621 0.09216699 0.10240777 0.11264854 0.12288932
 0.1331301  0.14337087 0.15361165 0.16385243 0.1740932  0.18433398
 0.19457476 0.20481553 0.21505631 0.22529709 0.23553786 0.24577864
 0.25601942 0.26626019 0.27650097 0.28674175 0.29698252 0.3072233
 0.31746407 0.32770485 0.33794563 0.3481864  0.35842718 0.36866796
 0.37890873 0.38914951 0.39939029 0.40963106 0.41987184 0.43011262
 0.44035339 0.45059417 0.46083495 0.47107572 0.4813165  0.49155728
 0.50179805 0.51203883 0.52227961 0.53252038 0.54276116 0.55300194
 0.56324271 0.57348349 0.58372427 0.59396504 0.60420582 0.6144466
 0.62468737 0.63492815 0.64516893 0.6554097  0.66565048 0.67589126
 0.68613203 0.69637281 0.70661359 0.71685436 0.72709514 0.73733592
 0.74757669 0.75781747 0.76805825 0.77829902 0.7885398  0.79878058
 0.80902135 0.81926213 0.82950291 0.83974368 0.84998446 0.86022524
 0.87046601 0.88070679 0.89094757 0.90118834 0.91142912 0.9216699
 0.93191067 0.94215145 0.95239222 0.962633   0.97287378 0.98311455
 0.99335533 1.00359611 1.01383688 1.02407766]"
29,"[0.0102147  0.02042941 0.03064411 0.04085881 0.05107351 0.06128822
 0.07150292 0.08171762 0.09193232 0.10214703 0.11236173 0.12257643
 0.13279114 0.14300584 0.15322054 0.16343524 0.17364995 0.18386465
 0.19407935 0.20429405 0.21450876 0.22472346 0.23493816 0.24515287
 0.25536757 0.26558227 0.27579697 0.28601168 0.29622638 0.30644108
 0.31665578 0.32687049 0.33708519 0.34729989 0.3575146  0.3677293
 0.377944   0.3881587  0.39837341 0.40858811 0.41880281 0.42901751
 0.43923222 0.44944692 0.45966162 0.46987633 0.48009103 0.49030573
 0.50052043 0.51073514 0.52094984 0.53116454 0.54137924 0.55159395
 0.56180865 0.57202335 0.58223806 0.59245276 0.60266746 0.61288216
 0.62309687 0.63331157 0.64352627 0.65374097 0.66395568 0.67417038
 0.68438508 0.69459979 0.70481449 0.71502919 0.72524389 0.7354586
 0.7456733  0.755888   0.7661027  0.77631741 0.78653211 0.79674681
 0.80696152 0.81717622 0.82739092 0.83760562 0.84782033 0.85803503
 0.86824973 0.87846443 0.88867914 0.89889384 0.90910854 0.91932325
 0.92953795 0.93975265 0.94996735 0.96018206 0.97039676 0.98061146
 0.99082616 1.00104087 1.01125557 1.02147027]"
30,"[0.01018562 0.02037123 0.03055685 0.04074246 0.05092808 0.06111369
 0.07129931 0.08148492 0.09167054 0.10185615 0.11204177 0.12222739
 0.132413   0.14259862 0.15278423 0.16296985 0.17315546 0.18334108
 0.19352669 0.20371231 0.21389792 0.22408354 0.23426915 0.24445477
 0.25464039 0.264826   0.27501162 0.28519723 0.29538285 0.30556846
 0.31575408 0.32593969 0.33612531 0.34631092 0.35649654 0.36668216
 0.37686777 0.38705339 0.397239   0.40742462 0.41761023 0.42779585
 0.43798146 0.44816708 0.45835269 0.46853831 0.47872393 0.48890954
 0.49909516 0.50928077 0.51946639 0.529652   0.53983762 0.55002323
 0.56020885 0.57039446 0.58058008 0.5907657  0.60095131 0.61113693
 0.62132254 0.63150816 0.64169377 0.65187939 0.662065   0.67225062
 0.68243623 0.69262185 0.70280746 0.71299308 0.7231787  0.73336431
 0.74354993 0.75373554 0.76392116 0.77410677 0.78429239 0.794478
 0.80466362 0.81484923 0.82503485 0.83522047 0.84540608 0.8555917
 0.86577731 0.87596293 0.88614854 0.89633416 0.90651977 0.91670539
 0.926891   0.93707662 0.94726224 0.95744785 0.96763347 0.97781908
 0.9880047  0.99819031 1.00837593 1.01856154]"
31,"[0.01028378 0.02056756 0.03085133 0.04113511 0.05141889 0.06170267
 0.07198644 0.08227022 0.092554   0.10283778 0.11312155 0.12340533
 0.13368911 0.14397289 0.15425666 0.16454044 0.17482422 0.185108
 0.19539178 0.20567555 0.21595933 0.22624311 0.23652689 0.24681066
 0.25709444 0.26737822 0.277662   0.28794577 0.29822955 0.30851333
 0.31879711 0.32908089 0.33936466 0.34964844 0.35993222 0.370216
 0.38049977 0.39078355 0.40106733 0.41135111 0.42163488 0.43191866
 0.44220244 0.45248622 0.46276999 0.47305377 0.48333755 0.49362133
 0.50390511 0.51418888 0.52447266 0.53475644 0.54504022 0.55532399
 0.56560777 0.57589155 0.58617533 0.5964591  0.60674288 0.61702666
 0.62731044 0.63759421 0.64787799 0.65816177 0.66844555 0.67872933
 0.6890131  0.69929688 0.70958066 0.71986444 0.73014821 0.74043199
 0.75071577 0.76099955 0.77128332 0.7815671  0.79185088 0.80213466
 0.81241843 0.82270221 0.83298599 0.84326977 0.85355355 0.86383732
 0.8741211  0.88440488 0.89468866 0.90497243 0.91525621 0.92553999
 0.93582377 0.94610754 0.95639132 0.9666751  0.97695888 0.98724266
 0.99752643 1.00781021 1.01809399 1.02837777]"
32,"[0.01030692 0.02061385 0.03092077 0.0412277  0.05153462 0.06184155
 0.07214847 0.08245539 0.09276232 0.10306924 0.11337617 0.12368309
 0.13399002 0.14429694 0.15460386 0.16491079 0.17521771 0.18552464
 0.19583156 0.20613849 0.21644541 0.22675233 0.23705926 0.24736618
 0.25767311 0.26798003 0.27828696 0.28859388 0.2989008  0.30920773
 0.31951465 0.32982158 0.3401285  0.35043543 0.36074235 0.37104927
 0.3813562  0.39166312 0.40197005 0.41227697 0.4225839  0.43289082
 0.44319774 0.45350467 0.46381159 0.47411852 0.48442544 0.49473237
 0.50503929 0.51534621 0.52565314 0.53596006 0.54626699 0.55657391
 0.56688084 0.57718776 0.58749468 0.59780161 0.60810853 0.61841546
 0.62872238 0.63902931 0.64933623 0.65964315 0.66995008 0.680257
 0.69056393 0.70087085 0.71117778 0.7214847  0.73179162 0.74209855
 0.75240547 0.7627124  0.77301932 0.78332625 0.79363317 0.80394009
 0.81424702 0.82455394 0.83486087 0.84516779 0.85547472 0.86578164
 0.87608856 0.88639549 0.89670241 0.90700934 0.91731626 0.92762319
 0.93793011 0.94823703 0.95854396 0.96885088 0.97915781 0.98946473
 0.99977166 1.01007858 1.0203855  1.03069243]"
33,"[0.01022969 0.02045937 0.03068906 0.04091875 0.05114843 0.06137812
 0.07160781 0.08183749 0.09206718 0.10229687 0.11252655 0.12275624
 0.13298593 0.14321562 0.1534453  0.16367499 0.17390468 0.18413436
 0.19436405 0.20459374 0.21482342 0.22505311 0.2352828  0.24551248
 0.25574217 0.26597186 0.27620154 0.28643123 0.29666092 0.3068906
 0.31712029 0.32734998 0.33757966 0.34780935 0.35803904 0.36826872
 0.37849841 0.3887281  0.39895779 0.40918747 0.41941716 0.42964685
 0.43987653 0.45010622 0.46033591 0.47056559 0.48079528 0.49102497
 0.50125465 0.51148434 0.52171403 0.53194371 0.5421734  0.55240309
 0.56263277 0.57286246 0.58309215 0.59332183 0.60355152 0.61378121
 0.6240109  0.63424058 0.64447027 0.65469996 0.66492964 0.67515933
 0.68538902 0.6956187  0.70584839 0.71607808 0.72630776 0.73653745
 0.74676714 0.75699682 0.76722651 0.7774562  0.78768588 0.79791557
 0.80814526 0.81837494 0.82860463 0.83883432 0.849064   0.85929369
 0.86952338 0.87975307 0.88998275 0.90021244 0.91044213 0.92067181
 0.9309015  0.94113119 0.95136087 0.96159056 0.97182025 0.98204993
 0.99227962 1.00250931 1.01273899 1.02296868]"
34,"[0.01015493 0.02030986 0.03046479 0.04061972 0.05077466 0.06092959
 0.07108452 0.08123945 0.09139438 0.10154931 0.11170424 0.12185917
 0.13201411 0.14216904 0.15232397 0.1624789  0.17263383 0.18278876
 0.19294369 0.20309862 0.21325356 0.22340849 0.23356342 0.24371835
 0.25387328 0.26402821 0.27418314 0.28433807 0.29449301 0.30464794
 0.31480287 0.3249578  0.33511273 0.34526766 0.35542259 0.36557752
 0.37573245 0.38588739 0.39604232 0.40619725 0.41635218 0.42650711
 0.43666204 0.44681697 0.4569719  0.46712684 0.47728177 0.4874367
 0.49759163 0.50774656 0.51790149 0.52805642 0.53821135 0.54836629
 0.55852122 0.56867615 0.57883108 0.58898601 0.59914094 0.60929587
 0.6194508  0.62960574 0.63976067 0.6499156  0.66007053 0.67022546
 0.68038039 0.69053532 0.70069025 0.71084519 0.72100012 0.73115505
 0.74130998 0.75146491 0.76161984 0.77177477 0.7819297  0.79208463
 0.80223957 0.8123945  0.82254943 0.83270436 0.84285929 0.85301422
 0.86316915 0.87332408 0.88347902 0.89363395 0.90378888 0.91394381
 0.92409874 0.93425367 0.9444086  0.95456353 0.96471847 0.9748734
 0.98502833 0.99518326 1.00533819 1.01549312]"
35,"[1.06581410e-14 1.01315437e-02 2.02630873e-02 3.03946310e-02
 4.05261746e-02 5.06577183e-02 6.07892619e-02 7.09208056e-02
 8.10523492e-02 9.11838929e-02 1.01315437e-01 1.11446980e-01
 1.21578524e-01 1.31710067e-01 1.41841611e-01 1.51973155e-01
 1.62104698e-01 1.72236242e-01 1.82367786e-01 1.92499329e-01
 2.02630873e-01 2.12762417e-01 2.22893960e-01 2.33025504e-01
 2.43157048e-01 2.53288591e-01 2.63420135e-01 2.73551679e-01
 2.83683222e-01 2.93814766e-01 3.03946310e-01 3.14077853e-01
 3.24209397e-01 3.34340941e-01 3.44472484e-01 3.54604028e-01
 3.64735571e-01 3.74867115e-01 3.84998659e-01 3.95130202e-01
 4.05261746e-01 4.15393290e-01 4.25524833e-01 4.35656377e-01
 4.45787921e-01 4.55919464e-01 4.66051008e-01 4.76182552e-01
 4.86314095e-01 4.96445639e-01 5.06577183e-01 5.16708726e-01
 5.26840270e-01 5.36971814e-01 5.47103357e-01 5.57234901e-01
 5.67366444e-01 5.77497988e-01 5.87629532e-01 5.97761075e-01
 6.07892619e-01 6.18024163e-01 6.28155706e-01 6.38287250e-01
 6.48418794e-01 6.58550337e-01 6.68681881e-01 6.78813425e-01
 6.88944968e-01 6.99076512e-01 7.09208056e-01 7.19339599e-01
 7.29471143e-01 7.39602687e-01 7.49734230e-01 7.59865774e-01
 7.69997318e-01 7.80128861e-01 7.90260405e-01 8.00391948e-01
 8.10523492e-01 8.20655036e-01 8.30786579e-01 8.40918123e-01
 8.51049667e-01 8.61181210e-01 8.71312754e-01 8.81444298e-01
 8.91575841e-01 9.01707385e-01 9.11838929e-01 9.21970472e-01
 9.32102016e-01 9.42233560e-01 9.52365103e-01 9.62496647e-01
 9.72628191e-01 9.82759734e-01 9.92891278e-01 1.00302282e+00]"
36,"[0.01011839 0.02023677 0.03035516 0.04047354 0.05059193 0.06071032
 0.0708287  0.08094709 0.09106547 0.10118386 0.11130225 0.12142063
 0.13153902 0.1416574  0.15177579 0.16189418 0.17201256 0.18213095
 0.19224933 0.20236772 0.21248611 0.22260449 0.23272288 0.24284126
 0.25295965 0.26307804 0.27319642 0.28331481 0.29343319 0.30355158
 0.31366997 0.32378835 0.33390674 0.34402512 0.35414351 0.3642619
 0.37438028 0.38449867 0.39461705 0.40473544 0.41485383 0.42497221
 0.4350906  0.44520898 0.45532737 0.46544576 0.47556414 0.48568253
 0.49580092 0.5059193  0.51603769 0.52615607 0.53627446 0.54639285
 0.55651123 0.56662962 0.576748   0.58686639 0.59698478 0.60710316
 0.61722155 0.62733993 0.63745832 0.64757671 0.65769509 0.66781348
 0.67793186 0.68805025 0.69816864 0.70828702 0.71840541 0.72852379
 0.73864218 0.74876057 0.75887895 0.76899734 0.77911572 0.78923411
 0.7993525  0.80947088 0.81958927 0.82970765 0.83982604 0.84994443
 0.86006281 0.8701812  0.88029958 0.89041797 0.90053636 0.91065474
 0.92077313 0.93089151 0.9410099  0.95112829 0.96124667 0.97136506
 0.98148344 0.99160183 1.00172022 1.0118386 ]"
37,"[0.01009544 0.02019088 0.03028632 0.04038176 0.0504772  0.06057264
 0.07066808 0.08076352 0.09085896 0.1009544  0.11104984 0.12114528
 0.13124072 0.14133616 0.1514316  0.16152704 0.17162248 0.18171792
 0.19181336 0.2019088  0.21200424 0.22209968 0.23219512 0.24229056
 0.252386   0.26248144 0.27257688 0.28267232 0.29276776 0.3028632
 0.31295864 0.32305408 0.33314952 0.34324496 0.3533404  0.36343584
 0.37353128 0.38362672 0.39372216 0.4038176  0.41391304 0.42400848
 0.43410393 0.44419937 0.45429481 0.46439025 0.47448569 0.48458113
 0.49467657 0.50477201 0.51486745 0.52496289 0.53505833 0.54515377
 0.55524921 0.56534465 0.57544009 0.58553553 0.59563097 0.60572641
 0.61582185 0.62591729 0.63601273 0.64610817 0.65620361 0.66629905
 0.67639449 0.68648993 0.69658537 0.70668081 0.71677625 0.72687169
 0.73696713 0.74706257 0.75715801 0.76725345 0.77734889 0.78744433
 0.79753977 0.80763521 0.81773065 0.82782609 0.83792153 0.84801697
 0.85811241 0.86820785 0.87830329 0.88839873 0.89849417 0.90858961
 0.91868505 0.92878049 0.93887593 0.94897137 0.95906681 0.96916225
 0.97925769 0.98935313 0.99944857 1.00954401]"
38,"[0.01019395 0.0203879  0.03058186 0.04077581 0.05096976 0.06116371
 0.07135766 0.08155161 0.09174557 0.10193952 0.11213347 0.12232742
 0.13252137 0.14271532 0.15290928 0.16310323 0.17329718 0.18349113
 0.19368508 0.20387903 0.21407299 0.22426694 0.23446089 0.24465484
 0.25484879 0.26504274 0.2752367  0.28543065 0.2956246  0.30581855
 0.3160125  0.32620645 0.33640041 0.34659436 0.35678831 0.36698226
 0.37717621 0.38737016 0.39756412 0.40775807 0.41795202 0.42814597
 0.43833992 0.44853388 0.45872783 0.46892178 0.47911573 0.48930968
 0.49950363 0.50969759 0.51989154 0.53008549 0.54027944 0.55047339
 0.56066734 0.5708613  0.58105525 0.5912492  0.60144315 0.6116371
 0.62183105 0.63202501 0.64221896 0.65241291 0.66260686 0.67280081
 0.68299476 0.69318872 0.70338267 0.71357662 0.72377057 0.73396452
 0.74415847 0.75435243 0.76454638 0.77474033 0.78493428 0.79512823
 0.80532218 0.81551614 0.82571009 0.83590404 0.84609799 0.85629194
 0.8664859  0.87667985 0.8868738  0.89706775 0.9072617  0.91745565
 0.92764961 0.93784356 0.94803751 0.95823146 0.96842541 0.97861936
 0.98881332 0.99900727 1.00920122 1.01939517]"
