,Q
21,"[0.01055158 0.02110316 0.03165475 0.04220633 0.05275791 0.06330949
 0.07386107 0.08441266 0.09496424 0.10551582 0.1160674  0.12661898
 0.13717057 0.14772215 0.15827373 0.16882531 0.17937689 0.18992848
 0.20048006 0.21103164 0.22158322 0.2321348  0.24268639 0.25323797
 0.26378955 0.27434113 0.28489271 0.29544429 0.30599588 0.31654746
 0.32709904 0.33765062 0.3482022  0.35875379 0.36930537 0.37985695
 0.39040853 0.40096011 0.4115117  0.42206328 0.43261486 0.44316644
 0.45371802 0.46426961 0.47482119 0.48537277 0.49592435 0.50647593
 0.51702752 0.5275791  0.53813068 0.54868226 0.55923384 0.56978543
 0.58033701 0.59088859 0.60144017 0.61199175 0.62254334 0.63309492
 0.6436465  0.65419808 0.66474966 0.67530125 0.68585283 0.69640441
 0.70695599 0.71750757 0.72805916 0.73861074 0.74916232 0.7597139
 0.77026548 0.78081706 0.79136865 0.80192023 0.81247181 0.82302339
 0.83357497 0.84412656 0.85467814 0.86522972 0.8757813  0.88633288
 0.89688447 0.90743605 0.91798763 0.92853921 0.93909079 0.94964238
 0.96019396 0.97074554 0.98129712 0.9918487  1.00240029 1.01295187
 1.02350345 1.03405503 1.04460661 1.0551582 ]"
22,"[0.01054625 0.0210925  0.03163876 0.04218501 0.05273126 0.06327751
 0.07382377 0.08437002 0.09491627 0.10546252 0.11600878 0.12655503
 0.13710128 0.14764753 0.15819378 0.16874004 0.17928629 0.18983254
 0.20037879 0.21092505 0.2214713  0.23201755 0.2425638  0.25311006
 0.26365631 0.27420256 0.28474881 0.29529506 0.30584132 0.31638757
 0.32693382 0.33748007 0.34802633 0.35857258 0.36911883 0.37966508
 0.39021134 0.40075759 0.41130384 0.42185009 0.43239634 0.4429426
 0.45348885 0.4640351  0.47458135 0.48512761 0.49567386 0.50622011
 0.51676636 0.52731262 0.53785887 0.54840512 0.55895137 0.56949762
 0.58004388 0.59059013 0.60113638 0.61168263 0.62222889 0.63277514
 0.64332139 0.65386764 0.6644139  0.67496015 0.6855064  0.69605265
 0.7065989  0.71714516 0.72769141 0.73823766 0.74878391 0.75933017
 0.76987642 0.78042267 0.79096892 0.80151518 0.81206143 0.82260768
 0.83315393 0.84370018 0.85424644 0.86479269 0.87533894 0.88588519
 0.89643145 0.9069777  0.91752395 0.9280702  0.93861645 0.94916271
 0.95970896 0.97025521 0.98080146 0.99134772 1.00189397 1.01244022
 1.02298647 1.03353273 1.04407898 1.05462523]"
23,"[0.01054052 0.02108103 0.03162155 0.04216206 0.05270258 0.06324309
 0.07378361 0.08432413 0.09486464 0.10540516 0.11594567 0.12648619
 0.13702671 0.14756722 0.15810774 0.16864825 0.17918877 0.18972928
 0.2002698  0.21081032 0.22135083 0.23189135 0.24243186 0.25297238
 0.26351289 0.27405341 0.28459393 0.29513444 0.30567496 0.31621547
 0.32675599 0.3372965  0.34783702 0.35837754 0.36891805 0.37945857
 0.38999908 0.4005396  0.41108012 0.42162063 0.43216115 0.44270166
 0.45324218 0.46378269 0.47432321 0.48486373 0.49540424 0.50594476
 0.51648527 0.52702579 0.5375663  0.54810682 0.55864734 0.56918785
 0.57972837 0.59026888 0.6008094  0.61134992 0.62189043 0.63243095
 0.64297146 0.65351198 0.66405249 0.67459301 0.68513353 0.69567404
 0.70621456 0.71675507 0.72729559 0.7378361  0.74837662 0.75891714
 0.76945765 0.77999817 0.79053868 0.8010792  0.81161971 0.82216023
 0.83270075 0.84324126 0.85378178 0.86432229 0.87486281 0.88540333
 0.89594384 0.90648436 0.91702487 0.92756539 0.9381059  0.94864642
 0.95918694 0.96972745 0.98026797 0.99080848 1.001349   1.01188951
 1.02243003 1.03297055 1.04351106 1.05405158]"
24,"[0.01053288 0.02106576 0.03159863 0.04213151 0.05266439 0.06319727
 0.07373015 0.08426302 0.0947959  0.10532878 0.11586166 0.12639454
 0.13692741 0.14746029 0.15799317 0.16852605 0.17905893 0.1895918
 0.20012468 0.21065756 0.22119044 0.23172332 0.24225619 0.25278907
 0.26332195 0.27385483 0.28438771 0.29492058 0.30545346 0.31598634
 0.32651922 0.3370521  0.34758497 0.35811785 0.36865073 0.37918361
 0.38971649 0.40024937 0.41078224 0.42131512 0.431848   0.44238088
 0.45291376 0.46344663 0.47397951 0.48451239 0.49504527 0.50557815
 0.51611102 0.5266439  0.53717678 0.54770966 0.55824254 0.56877541
 0.57930829 0.58984117 0.60037405 0.61090693 0.6214398  0.63197268
 0.64250556 0.65303844 0.66357132 0.67410419 0.68463707 0.69516995
 0.70570283 0.71623571 0.72676858 0.73730146 0.74783434 0.75836722
 0.7689001  0.77943297 0.78996585 0.80049873 0.81103161 0.82156449
 0.83209736 0.84263024 0.85316312 0.863696   0.87422888 0.88476175
 0.89529463 0.90582751 0.91636039 0.92689327 0.93742614 0.94795902
 0.9584919  0.96902478 0.97955766 0.99009053 1.00062341 1.01115629
 1.02168917 1.03222205 1.04275492 1.0532878 ]"
25,"[3.55268678e-15 1.05260301e-02 2.10520602e-02 3.15780903e-02
 4.21041204e-02 5.26301505e-02 6.31561806e-02 7.36822107e-02
 8.42082408e-02 9.47342709e-02 1.05260301e-01 1.15786331e-01
 1.26312361e-01 1.36838391e-01 1.47364421e-01 1.57890451e-01
 1.68416482e-01 1.78942512e-01 1.89468542e-01 1.99994572e-01
 2.10520602e-01 2.21046632e-01 2.31572662e-01 2.42098692e-01
 2.52624722e-01 2.63150752e-01 2.73676783e-01 2.84202813e-01
 2.94728843e-01 3.05254873e-01 3.15780903e-01 3.26306933e-01
 3.36832963e-01 3.47358993e-01 3.57885023e-01 3.68411053e-01
 3.78937084e-01 3.89463114e-01 3.99989144e-01 4.10515174e-01
 4.21041204e-01 4.31567234e-01 4.42093264e-01 4.52619294e-01
 4.63145324e-01 4.73671354e-01 4.84197385e-01 4.94723415e-01
 5.05249445e-01 5.15775475e-01 5.26301505e-01 5.36827535e-01
 5.47353565e-01 5.57879595e-01 5.68405625e-01 5.78931655e-01
 5.89457685e-01 5.99983716e-01 6.10509746e-01 6.21035776e-01
 6.31561806e-01 6.42087836e-01 6.52613866e-01 6.63139896e-01
 6.73665926e-01 6.84191956e-01 6.94717986e-01 7.05244017e-01
 7.15770047e-01 7.26296077e-01 7.36822107e-01 7.47348137e-01
 7.57874167e-01 7.68400197e-01 7.78926227e-01 7.89452257e-01
 7.99978287e-01 8.10504318e-01 8.21030348e-01 8.31556378e-01
 8.42082408e-01 8.52608438e-01 8.63134468e-01 8.73660498e-01
 8.84186528e-01 8.94712558e-01 9.05238588e-01 9.15764619e-01
 9.26290649e-01 9.36816679e-01 9.47342709e-01 9.57868739e-01
 9.68394769e-01 9.78920799e-01 9.89446829e-01 9.99972859e-01
 1.01049889e+00 1.02102492e+00 1.03155095e+00 1.04207698e+00]"
26,"[0.01038725 0.02077449 0.03116174 0.04154899 0.05193623 0.06232348
 0.07271073 0.08309797 0.09348522 0.10387247 0.11425971 0.12464696
 0.13503421 0.14542145 0.1558087  0.16619594 0.17658319 0.18697044
 0.19735768 0.20774493 0.21813218 0.22851942 0.23890667 0.24929392
 0.25968116 0.27006841 0.28045566 0.2908429  0.30123015 0.3116174
 0.32200464 0.33239189 0.34277914 0.35316638 0.36355363 0.37394088
 0.38432812 0.39471537 0.40510262 0.41548986 0.42587711 0.43626435
 0.4466516  0.45703885 0.46742609 0.47781334 0.48820059 0.49858783
 0.50897508 0.51936233 0.52974957 0.54013682 0.55052407 0.56091131
 0.57129856 0.58168581 0.59207305 0.6024603  0.61284755 0.62323479
 0.63362204 0.64400929 0.65439653 0.66478378 0.67517103 0.68555827
 0.69594552 0.70633276 0.71672001 0.72710726 0.7374945  0.74788175
 0.758269   0.76865624 0.77904349 0.78943074 0.79981798 0.81020523
 0.82059248 0.83097972 0.84136697 0.85175422 0.86214146 0.87252871
 0.88291596 0.8933032  0.90369045 0.9140777  0.92446494 0.93485219
 0.94523944 0.95562668 0.96601393 0.97640117 0.98678842 0.99717567
 1.00756291 1.01795016 1.02833741 1.03872465]"
27,"[0.01033431 0.02066861 0.03100292 0.04133722 0.05167153 0.06200583
 0.07234014 0.08267444 0.09300875 0.10334305 0.11367736 0.12401166
 0.13434597 0.14468027 0.15501458 0.16534888 0.17568319 0.18601749
 0.1963518  0.2066861  0.21702041 0.22735472 0.23768902 0.24802333
 0.25835763 0.26869194 0.27902624 0.28936055 0.29969485 0.31002916
 0.32036346 0.33069777 0.34103207 0.35136638 0.36170068 0.37203499
 0.38236929 0.3927036  0.4030379  0.41337221 0.42370652 0.43404082
 0.44437513 0.45470943 0.46504374 0.47537804 0.48571235 0.49604665
 0.50638096 0.51671526 0.52704957 0.53738387 0.54771818 0.55805248
 0.56838679 0.57872109 0.5890554  0.5993897  0.60972401 0.62005831
 0.63039262 0.64072693 0.65106123 0.66139554 0.67172984 0.68206415
 0.69239845 0.70273276 0.71306706 0.72340137 0.73373567 0.74406998
 0.75440428 0.76473859 0.77507289 0.7854072  0.7957415  0.80607581
 0.81641011 0.82674442 0.83707873 0.84741303 0.85774734 0.86808164
 0.87841595 0.88875025 0.89908456 0.90941886 0.91975317 0.93008747
 0.94042178 0.95075608 0.96109039 0.97142469 0.981759   0.9920933
 1.00242761 1.01276191 1.02309622 1.03343052]"
28,"[0.01030439 0.02060877 0.03091316 0.04121755 0.05152193 0.06182632
 0.07213071 0.08243509 0.09273948 0.10304387 0.11334825 0.12365264
 0.13395703 0.14426141 0.1545658  0.16487019 0.17517457 0.18547896
 0.19578335 0.20608773 0.21639212 0.22669651 0.23700089 0.24730528
 0.25760967 0.26791405 0.27821844 0.28852283 0.29882721 0.3091316
 0.31943599 0.32974037 0.34004476 0.35034915 0.36065353 0.37095792
 0.3812623  0.39156669 0.40187108 0.41217546 0.42247985 0.43278424
 0.44308862 0.45339301 0.4636974  0.47400178 0.48430617 0.49461056
 0.50491494 0.51521933 0.52552372 0.5358281  0.54613249 0.55643688
 0.56674126 0.57704565 0.58735004 0.59765442 0.60795881 0.6182632
 0.62856758 0.63887197 0.64917636 0.65948074 0.66978513 0.68008952
 0.6903939  0.70069829 0.71100268 0.72130706 0.73161145 0.74191584
 0.75222022 0.76252461 0.772829   0.78313338 0.79343777 0.80374216
 0.81404654 0.82435093 0.83465532 0.8449597  0.85526409 0.86556848
 0.87587286 0.88617725 0.89648164 0.90678602 0.91709041 0.9273948
 0.93769918 0.94800357 0.95830796 0.96861234 0.97891673 0.98922112
 0.9995255  1.00982989 1.02013428 1.03043866]"
29,"[0.0102799  0.0205598  0.0308397  0.0411196  0.05139949 0.06167939
 0.07195929 0.08223919 0.09251909 0.10279899 0.11307889 0.12335879
 0.13363869 0.14391858 0.15419848 0.16447838 0.17475828 0.18503818
 0.19531808 0.20559798 0.21587788 0.22615778 0.23643767 0.24671757
 0.25699747 0.26727737 0.27755727 0.28783717 0.29811707 0.30839697
 0.31867687 0.32895677 0.33923666 0.34951656 0.35979646 0.37007636
 0.38035626 0.39063616 0.40091606 0.41119596 0.42147586 0.43175575
 0.44203565 0.45231555 0.46259545 0.47287535 0.48315525 0.49343515
 0.50371505 0.51399495 0.52427484 0.53455474 0.54483464 0.55511454
 0.56539444 0.57567434 0.58595424 0.59623414 0.60651404 0.61679393
 0.62707383 0.63735373 0.64763363 0.65791353 0.66819343 0.67847333
 0.68875323 0.69903313 0.70931302 0.71959292 0.72987282 0.74015272
 0.75043262 0.76071252 0.77099242 0.78127232 0.79155222 0.80183211
 0.81211201 0.82239191 0.83267181 0.84295171 0.85323161 0.86351151
 0.87379141 0.88407131 0.89435121 0.9046311  0.914911   0.9251909
 0.9354708  0.9457507  0.9560306  0.9663105  0.9765904  0.9868703
 0.99715019 1.00743009 1.01770999 1.02798989]"
30,"[0.01025651 0.02051302 0.03076954 0.04102605 0.05128256 0.06153907
 0.07179559 0.0820521  0.09230861 0.10256512 0.11282164 0.12307815
 0.13333466 0.14359117 0.15384769 0.1641042  0.17436071 0.18461722
 0.19487374 0.20513025 0.21538676 0.22564327 0.23589979 0.2461563
 0.25641281 0.26666932 0.27692584 0.28718235 0.29743886 0.30769537
 0.31795189 0.3282084  0.33846491 0.34872142 0.35897794 0.36923445
 0.37949096 0.38974747 0.40000399 0.4102605  0.42051701 0.43077352
 0.44103004 0.45128655 0.46154306 0.47179957 0.48205609 0.4923126
 0.50256911 0.51282562 0.52308214 0.53333865 0.54359516 0.55385167
 0.56410819 0.5743647  0.58462121 0.59487772 0.60513424 0.61539075
 0.62564726 0.63590377 0.64616029 0.6564168  0.66667331 0.67692982
 0.68718634 0.69744285 0.70769936 0.71795587 0.72821239 0.7384689
 0.74872541 0.75898192 0.76923844 0.77949495 0.78975146 0.80000797
 0.81026449 0.820521   0.83077751 0.84103402 0.85129054 0.86154705
 0.87180356 0.88206007 0.89231659 0.9025731  0.91282961 0.92308612
 0.93334264 0.94359915 0.95385566 0.96411217 0.97436869 0.9846252
 0.99488171 1.00513822 1.01539474 1.02565125]"
31,"[0.01037558 0.02075116 0.03112674 0.04150232 0.0518779  0.06225348
 0.07262906 0.08300464 0.09338022 0.1037558  0.11413138 0.12450696
 0.13488254 0.14525812 0.1556337  0.16600928 0.17638486 0.18676044
 0.19713602 0.2075116  0.21788718 0.22826277 0.23863835 0.24901393
 0.25938951 0.26976509 0.28014067 0.29051625 0.30089183 0.31126741
 0.32164299 0.33201857 0.34239415 0.35276973 0.36314531 0.37352089
 0.38389647 0.39427205 0.40464763 0.41502321 0.42539879 0.43577437
 0.44614995 0.45652553 0.46690111 0.47727669 0.48765227 0.49802785
 0.50840343 0.51877901 0.52915459 0.53953017 0.54990575 0.56028133
 0.57065691 0.58103249 0.59140807 0.60178365 0.61215923 0.62253481
 0.63291039 0.64328597 0.65366155 0.66403713 0.67441272 0.6847883
 0.69516388 0.70553946 0.71591504 0.72629062 0.7366662  0.74704178
 0.75741736 0.76779294 0.77816852 0.7885441  0.79891968 0.80929526
 0.81967084 0.83004642 0.840422   0.85079758 0.86117316 0.87154874
 0.88192432 0.8922999  0.90267548 0.91305106 0.92342664 0.93380222
 0.9441778  0.95455338 0.96492896 0.97530454 0.98568012 0.9960557
 1.00643128 1.01680686 1.02718244 1.03755802]"
32,"[0.01039558 0.02079117 0.03118675 0.04158234 0.05197792 0.0623735
 0.07276909 0.08316467 0.09356026 0.10395584 0.11435143 0.12474701
 0.13514259 0.14553818 0.15593376 0.16632935 0.17672493 0.18712051
 0.1975161  0.20791168 0.21830727 0.22870285 0.23909844 0.24949402
 0.2598896  0.27028519 0.28068077 0.29107636 0.30147194 0.31186752
 0.32226311 0.33265869 0.34305428 0.35344986 0.36384545 0.37424103
 0.38463661 0.3950322  0.40542778 0.41582337 0.42621895 0.43661453
 0.44701012 0.4574057  0.46780129 0.47819687 0.48859246 0.49898804
 0.50938362 0.51977921 0.53017479 0.54057038 0.55096596 0.56136154
 0.57175713 0.58215271 0.5925483  0.60294388 0.61333946 0.62373505
 0.63413063 0.64452622 0.6549218  0.66531739 0.67571297 0.68610855
 0.69650414 0.70689972 0.71729531 0.72769089 0.73808647 0.74848206
 0.75887764 0.76927323 0.77966881 0.7900644  0.80045998 0.81085556
 0.82125115 0.83164673 0.84204232 0.8524379  0.86283348 0.87322907
 0.88362465 0.89402024 0.90441582 0.91481141 0.92520699 0.93560257
 0.94599816 0.95639374 0.96678933 0.97718491 0.98758049 0.99797608
 1.00837166 1.01876725 1.02916283 1.03955842]"
33,"[0.01026209 0.02052418 0.03078627 0.04104837 0.05131046 0.06157255
 0.07183464 0.08209673 0.09235882 0.10262091 0.112883   0.1231451
 0.13340719 0.14366928 0.15393137 0.16419346 0.17445555 0.18471764
 0.19497974 0.20524183 0.21550392 0.22576601 0.2360281  0.24629019
 0.25655228 0.26681437 0.27707647 0.28733856 0.29760065 0.30786274
 0.31812483 0.32838692 0.33864901 0.34891111 0.3591732  0.36943529
 0.37969738 0.38995947 0.40022156 0.41048365 0.42074574 0.43100784
 0.44126993 0.45153202 0.46179411 0.4720562  0.48231829 0.49258038
 0.50284248 0.51310457 0.52336666 0.53362875 0.54389084 0.55415293
 0.56441502 0.57467711 0.58493921 0.5952013  0.60546339 0.61572548
 0.62598757 0.63624966 0.64651175 0.65677385 0.66703594 0.67729803
 0.68756012 0.69782221 0.7080843  0.71834639 0.72860848 0.73887058
 0.74913267 0.75939476 0.76965685 0.77991894 0.79018103 0.80044312
 0.81070522 0.82096731 0.8312294  0.84149149 0.85175358 0.86201567
 0.87227776 0.88253985 0.89280195 0.90306404 0.91332613 0.92358822
 0.93385031 0.9441124  0.95437449 0.96463658 0.97489868 0.98516077
 0.99542286 1.00568495 1.01594704 1.02620913]"
34,"[0.01020401 0.02040802 0.03061203 0.04081604 0.05102005 0.06122406
 0.07142807 0.08163209 0.0918361  0.10204011 0.11224412 0.12244813
 0.13265214 0.14285615 0.15306016 0.16326417 0.17346818 0.18367219
 0.1938762  0.20408021 0.21428422 0.22448823 0.23469225 0.24489626
 0.25510027 0.26530428 0.27550829 0.2857123  0.29591631 0.30612032
 0.31632433 0.32652834 0.33673235 0.34693636 0.35714037 0.36734438
 0.37754839 0.38775241 0.39795642 0.40816043 0.41836444 0.42856845
 0.43877246 0.44897647 0.45918048 0.46938449 0.4795885  0.48979251
 0.49999652 0.51020053 0.52040454 0.53060855 0.54081257 0.55101658
 0.56122059 0.5714246  0.58162861 0.59183262 0.60203663 0.61224064
 0.62244465 0.63264866 0.64285267 0.65305668 0.66326069 0.6734647
 0.68366871 0.69387273 0.70407674 0.71428075 0.72448476 0.73468877
 0.74489278 0.75509679 0.7653008  0.77550481 0.78570882 0.79591283
 0.80611684 0.81632085 0.82652486 0.83672887 0.84693289 0.8571369
 0.86734091 0.87754492 0.88774893 0.89795294 0.90815695 0.91836096
 0.92856497 0.93876898 0.94897299 0.959177   0.96938101 0.97958502
 0.98978903 0.99999304 1.01019706 1.02040107]"
35,"[0.01020347 0.02040694 0.0306104  0.04081387 0.05101734 0.06122081
 0.07142428 0.08162774 0.09183121 0.10203468 0.11223815 0.12244162
 0.13264508 0.14284855 0.15305202 0.16325549 0.17345896 0.18366242
 0.19386589 0.20406936 0.21427283 0.2244763  0.23467976 0.24488323
 0.2550867  0.26529017 0.27549364 0.2856971  0.29590057 0.30610404
 0.31630751 0.32651098 0.33671444 0.34691791 0.35712138 0.36732485
 0.37752832 0.38773178 0.39793525 0.40813872 0.41834219 0.42854566
 0.43874912 0.44895259 0.45915606 0.46935953 0.479563   0.48976646
 0.49996993 0.5101734  0.52037687 0.53058034 0.5407838  0.55098727
 0.56119074 0.57139421 0.58159768 0.59180114 0.60200461 0.61220808
 0.62241155 0.63261502 0.64281848 0.65302195 0.66322542 0.67342889
 0.68363236 0.69383582 0.70403929 0.71424276 0.72444623 0.7346497
 0.74485316 0.75505663 0.7652601  0.77546357 0.78566704 0.7958705
 0.80607397 0.81627744 0.82648091 0.83668438 0.84688784 0.85709131
 0.86729478 0.87749825 0.88770172 0.89790518 0.90810865 0.91831212
 0.92851559 0.93871906 0.94892252 0.95912599 0.96932946 0.97953293
 0.9897364  0.99993986 1.01014333 1.0203468 ]"
36,"[0.01018703 0.02037407 0.0305611  0.04074814 0.05093517 0.06112221
 0.07130924 0.08149628 0.09168331 0.10187035 0.11205738 0.12224442
 0.13243145 0.14261849 0.15280552 0.16299256 0.17317959 0.18336663
 0.19355366 0.2037407  0.21392773 0.22411477 0.2343018  0.24448884
 0.25467587 0.26486291 0.27504994 0.28523698 0.29542401 0.30561105
 0.31579808 0.32598512 0.33617215 0.34635919 0.35654622 0.36673325
 0.37692029 0.38710732 0.39729436 0.40748139 0.41766843 0.42785546
 0.4380425  0.44822953 0.45841657 0.4686036  0.47879064 0.48897767
 0.49916471 0.50935174 0.51953878 0.52972581 0.53991285 0.55009988
 0.56028692 0.57047395 0.58066099 0.59084802 0.60103506 0.61122209
 0.62140913 0.63159616 0.6417832  0.65197023 0.66215727 0.6723443
 0.68253134 0.69271837 0.7029054  0.71309244 0.72327947 0.73346651
 0.74365354 0.75384058 0.76402761 0.77421465 0.78440168 0.79458872
 0.80477575 0.81496279 0.82514982 0.83533686 0.84552389 0.85571093
 0.86589796 0.876085   0.88627203 0.89645907 0.9066461  0.91683314
 0.92702017 0.93720721 0.94739424 0.95758128 0.96776831 0.97795535
 0.98814238 0.99832942 1.00851645 1.01870349]"
37,"[0.0101815  0.02036301 0.03054451 0.04072601 0.05090751 0.06108902
 0.07127052 0.08145202 0.09163352 0.10181503 0.11199653 0.12217803
 0.13235954 0.14254104 0.15272254 0.16290404 0.17308555 0.18326705
 0.19344855 0.20363005 0.21381156 0.22399306 0.23417456 0.24435607
 0.25453757 0.26471907 0.27490057 0.28508208 0.29526358 0.30544508
 0.31562658 0.32580809 0.33598959 0.34617109 0.3563526  0.3665341
 0.3767156  0.3868971  0.39707861 0.40726011 0.41744161 0.42762311
 0.43780462 0.44798612 0.45816762 0.46834913 0.47853063 0.48871213
 0.49889363 0.50907514 0.51925664 0.52943814 0.53961965 0.54980115
 0.55998265 0.57016415 0.58034566 0.59052716 0.60070866 0.61089016
 0.62107167 0.63125317 0.64143467 0.65161618 0.66179768 0.67197918
 0.68216068 0.69234219 0.70252369 0.71270519 0.72288669 0.7330682
 0.7432497  0.7534312  0.76361271 0.77379421 0.78397571 0.79415721
 0.80433872 0.81452022 0.82470172 0.83488322 0.84506473 0.85524623
 0.86542773 0.87560924 0.88579074 0.89597224 0.90615374 0.91633525
 0.92651675 0.93669825 0.94687975 0.95706126 0.96724276 0.97742426
 0.98760577 0.99778727 1.00796877 1.01815027]"
38,"[0.01029347 0.02058694 0.03088041 0.04117389 0.05146736 0.06176083
 0.0720543  0.08234777 0.09264124 0.10293472 0.11322819 0.12352166
 0.13381513 0.1441086  0.15440207 0.16469554 0.17498902 0.18528249
 0.19557596 0.20586943 0.2161629  0.22645637 0.23674984 0.24704332
 0.25733679 0.26763026 0.27792373 0.2882172  0.29851067 0.30880415
 0.31909762 0.32939109 0.33968456 0.34997803 0.3602715  0.37056497
 0.38085845 0.39115192 0.40144539 0.41173886 0.42203233 0.4323258
 0.44261928 0.45291275 0.46320622 0.47349969 0.48379316 0.49408663
 0.5043801  0.51467358 0.52496705 0.53526052 0.54555399 0.55584746
 0.56614093 0.57643441 0.58672788 0.59702135 0.60731482 0.61760829
 0.62790176 0.63819523 0.64848871 0.65878218 0.66907565 0.67936912
 0.68966259 0.69995606 0.71024953 0.72054301 0.73083648 0.74112995
 0.75142342 0.76171689 0.77201036 0.78230384 0.79259731 0.80289078
 0.81318425 0.82347772 0.83377119 0.84406466 0.85435814 0.86465161
 0.87494508 0.88523855 0.89553202 0.90582549 0.91611897 0.92641244
 0.93670591 0.94699938 0.95729285 0.96758632 0.97787979 0.98817327
 0.99846674 1.00876021 1.01905368 1.02934715]"
