,Q
21,"[0.01048948 0.02097896 0.03146843 0.04195791 0.05244739 0.06293687
 0.07342635 0.08391583 0.0944053  0.10489478 0.11538426 0.12587374
 0.13636322 0.1468527  0.15734217 0.16783165 0.17832113 0.18881061
 0.19930009 0.20978956 0.22027904 0.23076852 0.241258   0.25174748
 0.26223696 0.27272643 0.28321591 0.29370539 0.30419487 0.31468435
 0.32517383 0.3356633  0.34615278 0.35664226 0.36713174 0.37762122
 0.38811069 0.39860017 0.40908965 0.41957913 0.43006861 0.44055809
 0.45104756 0.46153704 0.47202652 0.482516   0.49300548 0.50349496
 0.51398443 0.52447391 0.53496339 0.54545287 0.55594235 0.56643182
 0.5769213  0.58741078 0.59790026 0.60838974 0.61887922 0.62936869
 0.63985817 0.65034765 0.66083713 0.67132661 0.68181609 0.69230556
 0.70279504 0.71328452 0.723774   0.73426348 0.74475295 0.75524243
 0.76573191 0.77622139 0.78671087 0.79720035 0.80768982 0.8181793
 0.82866878 0.83915826 0.84964774 0.86013722 0.87062669 0.88111617
 0.89160565 0.90209513 0.91258461 0.92307408 0.93356356 0.94405304
 0.95454252 0.965032   0.97552148 0.98601095 0.99650043 1.00698991
 1.01747939 1.02796887 1.03845835 1.04894782]"
22,"[0.01048479 0.02096958 0.03145437 0.04193917 0.05242396 0.06290875
 0.07339354 0.08387833 0.09436312 0.10484791 0.11533271 0.1258175
 0.13630229 0.14678708 0.15727187 0.16775666 0.17824145 0.18872625
 0.19921104 0.20969583 0.22018062 0.23066541 0.2411502  0.25163499
 0.26211979 0.27260458 0.28308937 0.29357416 0.30405895 0.31454374
 0.32502853 0.33551333 0.34599812 0.35648291 0.3669677  0.37745249
 0.38793728 0.39842207 0.40890686 0.41939166 0.42987645 0.44036124
 0.45084603 0.46133082 0.47181561 0.4823004  0.4927852  0.50326999
 0.51375478 0.52423957 0.53472436 0.54520915 0.55569394 0.56617874
 0.57666353 0.58714832 0.59763311 0.6081179  0.61860269 0.62908748
 0.63957228 0.65005707 0.66054186 0.67102665 0.68151144 0.69199623
 0.70248102 0.71296582 0.72345061 0.7339354  0.74442019 0.75490498
 0.76538977 0.77587456 0.78635936 0.79684415 0.80732894 0.81781373
 0.82829852 0.83878331 0.8492681  0.8597529  0.87023769 0.88072248
 0.89120727 0.90169206 0.91217685 0.92266164 0.93314644 0.94363123
 0.95411602 0.96460081 0.9750856  0.98557039 0.99605518 1.00653998
 1.01702477 1.02750956 1.03799435 1.04847914]"
23,"[0.01047692 0.02095384 0.03143075 0.04190767 0.05238459 0.06286151
 0.07333842 0.08381534 0.09429226 0.10476918 0.11524609 0.12572301
 0.13619993 0.14667685 0.15715376 0.16763068 0.1781076  0.18858452
 0.19906143 0.20953835 0.22001527 0.23049219 0.2409691  0.25144602
 0.26192294 0.27239986 0.28287677 0.29335369 0.30383061 0.31430753
 0.32478444 0.33526136 0.34573828 0.3562152  0.36669211 0.37716903
 0.38764595 0.39812287 0.40859978 0.4190767  0.42955362 0.44003054
 0.45050745 0.46098437 0.47146129 0.48193821 0.49241512 0.50289204
 0.51336896 0.52384588 0.53432279 0.54479971 0.55527663 0.56575355
 0.57623046 0.58670738 0.5971843  0.60766122 0.61813813 0.62861505
 0.63909197 0.64956889 0.6600458  0.67052272 0.68099964 0.69147656
 0.70195347 0.71243039 0.72290731 0.73338423 0.74386114 0.75433806
 0.76481498 0.7752919  0.78576881 0.79624573 0.80672265 0.81719957
 0.82767648 0.8381534  0.84863032 0.85910724 0.86958415 0.88006107
 0.89053799 0.90101491 0.91149182 0.92196874 0.93244566 0.94292258
 0.95339949 0.96387641 0.97435333 0.98483025 0.99530716 1.00578408
 1.016261   1.02673792 1.03721483 1.04769175]"
24,"[0.01047004 0.02094007 0.03141011 0.04188015 0.05235018 0.06282022
 0.07329026 0.08376029 0.09423033 0.10470037 0.1151704  0.12564044
 0.13611047 0.14658051 0.15705055 0.16752058 0.17799062 0.18846066
 0.19893069 0.20940073 0.21987077 0.2303408  0.24081084 0.25128088
 0.26175091 0.27222095 0.28269099 0.29316102 0.30363106 0.3141011
 0.32457113 0.33504117 0.34551121 0.35598124 0.36645128 0.37692131
 0.38739135 0.39786139 0.40833142 0.41880146 0.4292715  0.43974153
 0.45021157 0.46068161 0.47115164 0.48162168 0.49209172 0.50256175
 0.51303179 0.52350183 0.53397186 0.5444419  0.55491194 0.56538197
 0.57585201 0.58632204 0.59679208 0.60726212 0.61773215 0.62820219
 0.63867223 0.64914226 0.6596123  0.67008234 0.68055237 0.69102241
 0.70149245 0.71196248 0.72243252 0.73290256 0.74337259 0.75384263
 0.76431267 0.7747827  0.78525274 0.79572278 0.80619281 0.81666285
 0.82713288 0.83760292 0.84807296 0.85854299 0.86901303 0.87948307
 0.8899531  0.90042314 0.91089318 0.92136321 0.93183325 0.94230329
 0.95277332 0.96324336 0.9737134  0.98418343 0.99465347 1.00512351
 1.01559354 1.02606358 1.03653362 1.04700365]"
25,"[0.01040992 0.02081984 0.03122976 0.04163968 0.0520496  0.06245953
 0.07286945 0.08327937 0.09368929 0.10409921 0.11450913 0.12491905
 0.13532897 0.14573889 0.15614881 0.16655873 0.17696866 0.18737858
 0.1977885  0.20819842 0.21860834 0.22901826 0.23942818 0.2498381
 0.26024802 0.27065794 0.28106786 0.29147779 0.30188771 0.31229763
 0.32270755 0.33311747 0.34352739 0.35393731 0.36434723 0.37475715
 0.38516707 0.39557699 0.40598692 0.41639684 0.42680676 0.43721668
 0.4476266  0.45803652 0.46844644 0.47885636 0.48926628 0.4996762
 0.51008612 0.52049605 0.53090597 0.54131589 0.55172581 0.56213573
 0.57254565 0.58295557 0.59336549 0.60377541 0.61418533 0.62459525
 0.63500518 0.6454151  0.65582502 0.66623494 0.67664486 0.68705478
 0.6974647  0.70787462 0.71828454 0.72869446 0.73910438 0.7495143
 0.75992423 0.77033415 0.78074407 0.79115399 0.80156391 0.81197383
 0.82238375 0.83279367 0.84320359 0.85361351 0.86402343 0.87443336
 0.88484328 0.8952532  0.90566312 0.91607304 0.92648296 0.93689288
 0.9473028  0.95771272 0.96812264 0.97853256 0.98894249 0.99935241
 1.00976233 1.02017225 1.03058217 1.04099209]"
26,"[0.01029933 0.02059867 0.030898   0.04119733 0.05149666 0.061796
 0.07209533 0.08239466 0.09269399 0.10299333 0.11329266 0.12359199
 0.13389132 0.14419066 0.15448999 0.16478932 0.17508865 0.18538799
 0.19568732 0.20598665 0.21628598 0.22658532 0.23688465 0.24718398
 0.25748331 0.26778265 0.27808198 0.28838131 0.29868065 0.30897998
 0.31927931 0.32957864 0.33987798 0.35017731 0.36047664 0.37077597
 0.38107531 0.39137464 0.40167397 0.4119733  0.42227264 0.43257197
 0.4428713  0.45317063 0.46346997 0.4737693  0.48406863 0.49436796
 0.5046673  0.51496663 0.52526596 0.5355653  0.54586463 0.55616396
 0.56646329 0.57676263 0.58706196 0.59736129 0.60766062 0.61795996
 0.62825929 0.63855862 0.64885795 0.65915729 0.66945662 0.67975595
 0.69005528 0.70035462 0.71065395 0.72095328 0.73125261 0.74155195
 0.75185128 0.76215061 0.77244994 0.78274928 0.79304861 0.80334794
 0.81364728 0.82394661 0.83424594 0.84454527 0.85484461 0.86514394
 0.87544327 0.8857426  0.89604194 0.90634127 0.9166406  0.92693993
 0.93723927 0.9475386  0.95783793 0.96813726 0.9784366  0.98873593
 0.99903526 1.00933459 1.01963393 1.02993326]"
27,"[0.01026759 0.02053518 0.03080277 0.04107036 0.05133795 0.06160555
 0.07187314 0.08214073 0.09240832 0.10267591 0.1129435  0.12321109
 0.13347868 0.14374627 0.15401386 0.16428145 0.17454904 0.18481664
 0.19508423 0.20535182 0.21561941 0.225887   0.23615459 0.24642218
 0.25668977 0.26695736 0.27722495 0.28749254 0.29776013 0.30802773
 0.31829532 0.32856291 0.3388305  0.34909809 0.35936568 0.36963327
 0.37990086 0.39016845 0.40043604 0.41070363 0.42097122 0.43123882
 0.44150641 0.451774   0.46204159 0.47230918 0.48257677 0.49284436
 0.50311195 0.51337954 0.52364713 0.53391472 0.54418231 0.55444991
 0.5647175  0.57498509 0.58525268 0.59552027 0.60578786 0.61605545
 0.62632304 0.63659063 0.64685822 0.65712581 0.66739341 0.677661
 0.68792859 0.69819618 0.70846377 0.71873136 0.72899895 0.73926654
 0.74953413 0.75980172 0.77006931 0.7803369  0.7906045  0.80087209
 0.81113968 0.82140727 0.83167486 0.84194245 0.85221004 0.86247763
 0.87274522 0.88301281 0.8932804  0.90354799 0.91381559 0.92408318
 0.93435077 0.94461836 0.95488595 0.96515354 0.97542113 0.98568872
 0.99595631 1.0062239  1.01649149 1.02675908]"
28,"[0.01024123 0.02048246 0.0307237  0.04096493 0.05120616 0.06144739
 0.07168862 0.08192985 0.09217109 0.10241232 0.11265355 0.12289478
 0.13313601 0.14337725 0.15361848 0.16385971 0.17410094 0.18434217
 0.1945834  0.20482464 0.21506587 0.2253071  0.23554833 0.24578956
 0.2560308  0.26627203 0.27651326 0.28675449 0.29699572 0.30723695
 0.31747819 0.32771942 0.33796065 0.34820188 0.35844311 0.36868434
 0.37892558 0.38916681 0.39940804 0.40964927 0.4198905  0.43013174
 0.44037297 0.4506142  0.46085543 0.47109666 0.48133789 0.49157913
 0.50182036 0.51206159 0.52230282 0.53254405 0.54278529 0.55302652
 0.56326775 0.57350898 0.58375021 0.59399144 0.60423268 0.61447391
 0.62471514 0.63495637 0.6451976  0.65543884 0.66568007 0.6759213
 0.68616253 0.69640376 0.70664499 0.71688623 0.72712746 0.73736869
 0.74760992 0.75785115 0.76809239 0.77833362 0.78857485 0.79881608
 0.80905731 0.81929854 0.82953978 0.83978101 0.85002224 0.86026347
 0.8705047  0.88074594 0.89098717 0.9012284  0.91146963 0.92171086
 0.93195209 0.94219333 0.95243456 0.96267579 0.97291702 0.98315825
 0.99339948 1.00364072 1.01388195 1.02412318]"
29,"[0.01021337 0.02042673 0.0306401  0.04085347 0.05106684 0.0612802
 0.07149357 0.08170694 0.0919203  0.10213367 0.11234704 0.12256041
 0.13277377 0.14298714 0.15320051 0.16341387 0.17362724 0.18384061
 0.19405398 0.20426734 0.21448071 0.22469408 0.23490744 0.24512081
 0.25533418 0.26554754 0.27576091 0.28597428 0.29618765 0.30640101
 0.31661438 0.32682775 0.33704111 0.34725448 0.35746785 0.36768122
 0.37789458 0.38810795 0.39832132 0.40853468 0.41874805 0.42896142
 0.43917479 0.44938815 0.45960152 0.46981489 0.48002825 0.49024162
 0.50045499 0.51066836 0.52088172 0.53109509 0.54130846 0.55152182
 0.56173519 0.57194856 0.58216193 0.59237529 0.60258866 0.61280203
 0.62301539 0.63322876 0.64344213 0.6536555  0.66386886 0.67408223
 0.6842956  0.69450896 0.70472233 0.7149357  0.72514906 0.73536243
 0.7455758  0.75578917 0.76600253 0.7762159  0.78642927 0.79664263
 0.806856   0.81706937 0.82728274 0.8374961  0.84770947 0.85792284
 0.8681362  0.87834957 0.88856294 0.89877631 0.90898967 0.91920304
 0.92941641 0.93962977 0.94984314 0.96005651 0.97026988 0.98048324
 0.99069661 1.00090998 1.01112334 1.02133671]"
30,"[0.01029897 0.02059794 0.03089691 0.04119588 0.05149485 0.06179382
 0.07209279 0.08239175 0.09269072 0.10298969 0.11328866 0.12358763
 0.1338866  0.14418557 0.15448454 0.16478351 0.17508248 0.18538145
 0.19568042 0.20597939 0.21627836 0.22657733 0.23687629 0.24717526
 0.25747423 0.2677732  0.27807217 0.28837114 0.29867011 0.30896908
 0.31926805 0.32956702 0.33986599 0.35016496 0.36046393 0.3707629
 0.38106186 0.39136083 0.4016598  0.41195877 0.42225774 0.43255671
 0.44285568 0.45315465 0.46345362 0.47375259 0.48405156 0.49435053
 0.5046495  0.51494847 0.52524744 0.5355464  0.54584537 0.55614434
 0.56644331 0.57674228 0.58704125 0.59734022 0.60763919 0.61793816
 0.62823713 0.6385361  0.64883507 0.65913404 0.66943301 0.67973198
 0.69003094 0.70032991 0.71062888 0.72092785 0.73122682 0.74152579
 0.75182476 0.76212373 0.7724227  0.78272167 0.79302064 0.80331961
 0.81361858 0.82391755 0.83421652 0.84451548 0.85481445 0.86511342
 0.87541239 0.88571136 0.89601033 0.9063093  0.91660827 0.92690724
 0.93720621 0.94750518 0.95780415 0.96810312 0.97840209 0.98870106
 0.99900002 1.00929899 1.01959796 1.02989693]"
31,"[0.01033185 0.02066371 0.03099556 0.04132742 0.05165927 0.06199113
 0.07232298 0.08265484 0.09298669 0.10331855 0.1136504  0.12398226
 0.13431411 0.14464597 0.15497782 0.16530968 0.17564153 0.18597339
 0.19630524 0.2066371  0.21696895 0.22730081 0.23763266 0.24796452
 0.25829637 0.26862823 0.27896008 0.28929194 0.29962379 0.30995565
 0.3202875  0.33061936 0.34095121 0.35128307 0.36161492 0.37194678
 0.38227863 0.39261049 0.40294234 0.4132742  0.42360605 0.43393791
 0.44426976 0.45460162 0.46493347 0.47526533 0.48559718 0.49592904
 0.50626089 0.51659275 0.5269246  0.53725646 0.54758831 0.55792017
 0.56825202 0.57858388 0.58891573 0.59924759 0.60957944 0.6199113
 0.63024315 0.64057501 0.65090686 0.66123872 0.67157057 0.68190243
 0.69223428 0.70256614 0.71289799 0.72322985 0.7335617  0.74389356
 0.75422541 0.76455726 0.77488912 0.78522097 0.79555283 0.80588468
 0.81621654 0.82654839 0.83688025 0.8472121  0.85754396 0.86787581
 0.87820767 0.88853952 0.89887138 0.90920323 0.91953509 0.92986694
 0.9401988  0.95053065 0.96086251 0.97119436 0.98152622 0.99185807
 1.00218993 1.01252178 1.02285364 1.03318549]"
32,"[0.01030191 0.02060383 0.03090574 0.04120765 0.05150957 0.06181148
 0.07211339 0.08241531 0.09271722 0.10301913 0.11332105 0.12362296
 0.13392487 0.14422679 0.1545287  0.16483062 0.17513253 0.18543444
 0.19573636 0.20603827 0.21634018 0.2266421  0.23694401 0.24724592
 0.25754784 0.26784975 0.27815166 0.28845358 0.29875549 0.3090574
 0.31935932 0.32966123 0.33996314 0.35026506 0.36056697 0.37086888
 0.3811708  0.39147271 0.40177462 0.41207654 0.42237845 0.43268036
 0.44298228 0.45328419 0.46358611 0.47388802 0.48418993 0.49449185
 0.50479376 0.51509567 0.52539759 0.5356995  0.54600141 0.55630333
 0.56660524 0.57690715 0.58720907 0.59751098 0.60781289 0.61811481
 0.62841672 0.63871863 0.64902055 0.65932246 0.66962437 0.67992629
 0.6902282  0.70053011 0.71083203 0.72113394 0.73143586 0.74173777
 0.75203968 0.7623416  0.77264351 0.78294542 0.79324734 0.80354925
 0.81385116 0.82415308 0.83445499 0.8447569  0.85505882 0.86536073
 0.87566264 0.88596456 0.89626647 0.90656838 0.9168703  0.92717221
 0.93747412 0.94777604 0.95807795 0.96837986 0.97868178 0.98898369
 0.9992856  1.00958752 1.01988943 1.03019135]"
33,"[0.0101947  0.0203894  0.0305841  0.0407788  0.0509735  0.0611682
 0.0713629  0.0815576  0.0917523  0.101947   0.1121417  0.1223364
 0.1325311  0.1427258  0.1529205  0.1631152  0.1733099  0.1835046
 0.1936993  0.203894   0.2140887  0.2242834  0.2344781  0.2446728
 0.2548675  0.2650622  0.27525691 0.28545161 0.29564631 0.30584101
 0.31603571 0.32623041 0.33642511 0.34661981 0.35681451 0.36700921
 0.37720391 0.38739861 0.39759331 0.40778801 0.41798271 0.42817741
 0.43837211 0.44856681 0.45876151 0.46895621 0.47915091 0.48934561
 0.49954031 0.50973501 0.51992971 0.53012441 0.54031911 0.55051381
 0.56070851 0.57090321 0.58109791 0.59129261 0.60148731 0.61168201
 0.62187671 0.63207141 0.64226611 0.65246081 0.66265551 0.67285021
 0.68304491 0.69323961 0.70343431 0.71362901 0.72382371 0.73401841
 0.74421311 0.75440781 0.76460251 0.77479721 0.78499191 0.79518661
 0.80538131 0.81557602 0.82577072 0.83596542 0.84616012 0.85635482
 0.86654952 0.87674422 0.88693892 0.89713362 0.90732832 0.91752302
 0.92771772 0.93791242 0.94810712 0.95830182 0.96849652 0.97869122
 0.98888592 0.99908062 1.00927532 1.01947002]"
34,"[0.01016305 0.02032611 0.03048916 0.04065221 0.05081526 0.06097832
 0.07114137 0.08130442 0.09146747 0.10163053 0.11179358 0.12195663
 0.13211969 0.14228274 0.15244579 0.16260884 0.1727719  0.18293495
 0.193098   0.20326105 0.21342411 0.22358716 0.23375021 0.24391327
 0.25407632 0.26423937 0.27440242 0.28456548 0.29472853 0.30489158
 0.31505463 0.32521769 0.33538074 0.34554379 0.35570685 0.3658699
 0.37603295 0.386196   0.39635906 0.40652211 0.41668516 0.42684821
 0.43701127 0.44717432 0.45733737 0.46750042 0.47766348 0.48782653
 0.49798958 0.50815264 0.51831569 0.52847874 0.53864179 0.54880485
 0.5589679  0.56913095 0.579294   0.58945706 0.59962011 0.60978316
 0.61994622 0.63010927 0.64027232 0.65043537 0.66059843 0.67076148
 0.68092453 0.69108758 0.70125064 0.71141369 0.72157674 0.7317398
 0.74190285 0.7520659  0.76222895 0.77239201 0.78255506 0.79271811
 0.80288116 0.81304422 0.82320727 0.83337032 0.84353338 0.85369643
 0.86385948 0.87402253 0.88418559 0.89434864 0.90451169 0.91467474
 0.9248378  0.93500085 0.9451639  0.95532696 0.96549001 0.97565306
 0.98581611 0.99597917 1.00614222 1.01630527]"
35,"[0.01015229 0.02030459 0.03045688 0.04060917 0.05076146 0.06091376
 0.07106605 0.08121834 0.09137064 0.10152293 0.11167522 0.12182751
 0.13197981 0.1421321  0.15228439 0.16243669 0.17258898 0.18274127
 0.19289356 0.20304586 0.21319815 0.22335044 0.23350273 0.24365503
 0.25380732 0.26395961 0.27411191 0.2842642  0.29441649 0.30456878
 0.31472108 0.32487337 0.33502566 0.34517796 0.35533025 0.36548254
 0.37563483 0.38578713 0.39593942 0.40609171 0.41624401 0.4263963
 0.43654859 0.44670088 0.45685318 0.46700547 0.47715776 0.48731006
 0.49746235 0.50761464 0.51776693 0.52791923 0.53807152 0.54822381
 0.55837611 0.5685284  0.57868069 0.58883298 0.59898528 0.60913757
 0.61928986 0.62944215 0.63959445 0.64974674 0.65989903 0.67005133
 0.68020362 0.69035591 0.7005082  0.7106605  0.72081279 0.73096508
 0.74111738 0.75126967 0.76142196 0.77157425 0.78172655 0.79187884
 0.80203113 0.81218343 0.82233572 0.83248801 0.8426403  0.8527926
 0.86294489 0.87309718 0.88324948 0.89340177 0.90355406 0.91370635
 0.92385865 0.93401094 0.94416323 0.95431553 0.96446782 0.97462011
 0.9847724  0.9949247  1.00507699 1.01522928]"
36,"[0.01012819 0.02025637 0.03038456 0.04051275 0.05064093 0.06076912
 0.07089731 0.08102549 0.09115368 0.10128187 0.11141005 0.12153824
 0.13166643 0.14179461 0.1519228  0.16205099 0.17217917 0.18230736
 0.19243555 0.20256373 0.21269192 0.22282011 0.23294829 0.24307648
 0.25320467 0.26333285 0.27346104 0.28358923 0.29371741 0.3038456
 0.31397379 0.32410197 0.33423016 0.34435835 0.35448653 0.36461472
 0.37474291 0.38487109 0.39499928 0.40512747 0.41525565 0.42538384
 0.43551203 0.44564021 0.4557684  0.46589659 0.47602477 0.48615296
 0.49628115 0.50640933 0.51653752 0.52666571 0.53679389 0.54692208
 0.55705027 0.56717845 0.57730664 0.58743483 0.59756301 0.6076912
 0.61781939 0.62794757 0.63807576 0.64820395 0.65833213 0.66846032
 0.67858851 0.68871669 0.69884488 0.70897307 0.71910125 0.72922944
 0.73935763 0.74948581 0.759614   0.76974219 0.77987037 0.78999856
 0.80012675 0.81025493 0.82038312 0.83051131 0.84063949 0.85076768
 0.86089586 0.87102405 0.88115224 0.89128042 0.90140861 0.9115368
 0.92166498 0.93179317 0.94192136 0.95204954 0.96217773 0.97230592
 0.9824341  0.99256229 1.00269048 1.01281866]"
37,"[0.01022037 0.02044074 0.03066111 0.04088148 0.05110185 0.06132222
 0.07154259 0.08176296 0.09198333 0.1022037  0.11242407 0.12264444
 0.13286481 0.14308518 0.15330555 0.16352592 0.17374629 0.18396666
 0.19418703 0.2044074  0.21462777 0.22484814 0.23506851 0.24528888
 0.25550925 0.26572962 0.27594999 0.28617036 0.29639073 0.3066111
 0.31683147 0.32705184 0.33727221 0.34749258 0.35771295 0.36793332
 0.37815369 0.38837406 0.39859443 0.4088148  0.41903517 0.42925554
 0.43947591 0.44969628 0.45991665 0.47013702 0.48035739 0.49057776
 0.50079813 0.51101849 0.52123886 0.53145923 0.5416796  0.55189997
 0.56212034 0.57234071 0.58256108 0.59278145 0.60300182 0.61322219
 0.62344256 0.63366293 0.6438833  0.65410367 0.66432404 0.67454441
 0.68476478 0.69498515 0.70520552 0.71542589 0.72564626 0.73586663
 0.746087   0.75630737 0.76652774 0.77674811 0.78696848 0.79718885
 0.80740922 0.81762959 0.82784996 0.83807033 0.8482907  0.85851107
 0.86873144 0.87895181 0.88917218 0.89939255 0.90961292 0.91983329
 0.93005366 0.94027403 0.9504944  0.96071477 0.97093514 0.98115551
 0.99137588 1.00159625 1.01181662 1.02203699]"
38,"[0.01025147 0.02050295 0.03075442 0.0410059  0.05125737 0.06150885
 0.07176032 0.0820118  0.09226327 0.10251475 0.11276622 0.1230177
 0.13326917 0.14352065 0.15377212 0.1640236  0.17427507 0.18452655
 0.19477802 0.2050295  0.21528097 0.22553245 0.23578392 0.2460354
 0.25628687 0.26653835 0.27678982 0.28704129 0.29729277 0.30754424
 0.31779572 0.32804719 0.33829867 0.34855014 0.35880162 0.36905309
 0.37930457 0.38955604 0.39980752 0.41005899 0.42031047 0.43056194
 0.44081342 0.45106489 0.46131637 0.47156784 0.48181932 0.49207079
 0.50232227 0.51257374 0.52282522 0.53307669 0.54332816 0.55357964
 0.56383111 0.57408259 0.58433406 0.59458554 0.60483701 0.61508849
 0.62533996 0.63559144 0.64584291 0.65609439 0.66634586 0.67659734
 0.68684881 0.69710029 0.70735176 0.71760324 0.72785471 0.73810619
 0.74835766 0.75860914 0.76886061 0.77911209 0.78936356 0.79961504
 0.80986651 0.82011798 0.83036946 0.84062093 0.85087241 0.86112388
 0.87137536 0.88162683 0.89187831 0.90212978 0.91238126 0.92263273
 0.93288421 0.94313568 0.95338716 0.96363863 0.97389011 0.98414158
 0.99439306 1.00464453 1.01489601 1.02514748]"
39,"[0.01025839 0.02051678 0.03077517 0.04103356 0.05129195 0.06155034
 0.07180873 0.08206712 0.09232551 0.1025839  0.11284229 0.12310068
 0.13335907 0.14361746 0.15387585 0.16413424 0.17439263 0.18465102
 0.19490941 0.2051678  0.21542619 0.22568458 0.23594297 0.24620136
 0.25645975 0.26671814 0.27697653 0.28723492 0.29749331 0.30775171
 0.3180101  0.32826849 0.33852688 0.34878527 0.35904366 0.36930205
 0.37956044 0.38981883 0.40007722 0.41033561 0.420594   0.43085239
 0.44111078 0.45136917 0.46162756 0.47188595 0.48214434 0.49240273
 0.50266112 0.51291951 0.5231779  0.53343629 0.54369468 0.55395307
 0.56421146 0.57446985 0.58472824 0.59498663 0.60524502 0.61550341
 0.6257618  0.63602019 0.64627858 0.65653697 0.66679536 0.67705375
 0.68731214 0.69757053 0.70782892 0.71808731 0.7283457  0.73860409
 0.74886248 0.75912087 0.76937926 0.77963765 0.78989604 0.80015443
 0.81041282 0.82067121 0.8309296  0.84118799 0.85144638 0.86170477
 0.87196316 0.88222155 0.89247994 0.90273834 0.91299673 0.92325512
 0.93351351 0.9437719  0.95403029 0.96428868 0.97454707 0.98480546
 0.99506385 1.00532224 1.01558063 1.02583902]"
