,Q
22,"[0.01086023 0.02172047 0.0325807  0.04344093 0.05430117 0.0651614
 0.07602163 0.08688187 0.0977421  0.10860234 0.11946257 0.1303228
 0.14118304 0.15204327 0.1629035  0.17376374 0.18462397 0.1954842
 0.20634444 0.21720467 0.2280649  0.23892514 0.24978537 0.26064561
 0.27150584 0.28236607 0.29322631 0.30408654 0.31494677 0.32580701
 0.33666724 0.34752747 0.35838771 0.36924794 0.38010817 0.39096841
 0.40182864 0.41268888 0.42354911 0.43440934 0.44526958 0.45612981
 0.46699004 0.47785028 0.48871051 0.49957074 0.51043098 0.52129121
 0.53215144 0.54301168 0.55387191 0.56473214 0.57559238 0.58645261
 0.59731285 0.60817308 0.61903331 0.62989355 0.64075378 0.65161401
 0.66247425 0.67333448 0.68419471 0.69505495 0.70591518 0.71677541
 0.72763565 0.73849588 0.74935612 0.76021635 0.77107658 0.78193682
 0.79279705 0.80365728 0.81451752 0.82537775 0.83623798 0.84709822
 0.85795845 0.86881868 0.87967892 0.89053915 0.90139939 0.91225962
 0.92311985 0.93398009 0.94484032 0.95570055 0.96656079 0.97742102
 0.98828125 0.99914149 1.01000172 1.02086195 1.03172219 1.04258242
 1.05344266 1.06430289 1.07516312 1.08602336]"
23,"[0.0108696  0.0217392  0.0326088  0.0434784  0.054348   0.0652176
 0.0760872  0.0869568  0.0978264  0.108696   0.1195656  0.1304352
 0.1413048  0.1521744  0.163044   0.1739136  0.1847832  0.1956528
 0.2065224  0.217392   0.2282616  0.2391312  0.2500008  0.2608704
 0.27174    0.2826096  0.2934792  0.3043488  0.3152184  0.326088
 0.3369576  0.3478272  0.3586968  0.3695664  0.380436   0.3913056
 0.4021752  0.4130448  0.4239144  0.43478401 0.44565361 0.45652321
 0.46739281 0.47826241 0.48913201 0.50000161 0.51087121 0.52174081
 0.53261041 0.54348001 0.55434961 0.56521921 0.57608881 0.58695841
 0.59782801 0.60869761 0.61956721 0.63043681 0.64130641 0.65217601
 0.66304561 0.67391521 0.68478481 0.69565441 0.70652401 0.71739361
 0.72826321 0.73913281 0.75000241 0.76087201 0.77174161 0.78261121
 0.79348081 0.80435041 0.81522001 0.82608961 0.83695921 0.84782881
 0.85869841 0.86956801 0.88043761 0.89130721 0.90217681 0.91304641
 0.92391601 0.93478561 0.94565521 0.95652481 0.96739441 0.97826401
 0.98913361 1.00000321 1.01087281 1.02174241 1.03261201 1.04348161
 1.05435121 1.06522081 1.07609041 1.08696001]"
24,"[0.01084928 0.02169856 0.03254784 0.04339713 0.05424641 0.06509569
 0.07594497 0.08679425 0.09764353 0.10849281 0.1193421  0.13019138
 0.14104066 0.15188994 0.16273922 0.1735885  0.18443779 0.19528707
 0.20613635 0.21698563 0.22783491 0.23868419 0.24953347 0.26038276
 0.27123204 0.28208132 0.2929306  0.30377988 0.31462916 0.32547844
 0.33632773 0.34717701 0.35802629 0.36887557 0.37972485 0.39057413
 0.40142342 0.4122727  0.42312198 0.43397126 0.44482054 0.45566982
 0.4665191  0.47736839 0.48821767 0.49906695 0.50991623 0.52076551
 0.53161479 0.54246407 0.55331336 0.56416264 0.57501192 0.5858612
 0.59671048 0.60755976 0.61840905 0.62925833 0.64010761 0.65095689
 0.66180617 0.67265545 0.68350473 0.69435402 0.7052033  0.71605258
 0.72690186 0.73775114 0.74860042 0.7594497  0.77029899 0.78114827
 0.79199755 0.80284683 0.81369611 0.82454539 0.83539468 0.84624396
 0.85709324 0.86794252 0.8787918  0.88964108 0.90049036 0.91133965
 0.92218893 0.93303821 0.94388749 0.95473677 0.96558605 0.97643533
 0.98728462 0.9981339  1.00898318 1.01983246 1.03068174 1.04153102
 1.0523803  1.06322959 1.07407887 1.08492815]"
25,"[0.01082611 0.02165223 0.03247834 0.04330446 0.05413057 0.06495668
 0.0757828  0.08660891 0.09743503 0.10826114 0.11908725 0.12991337
 0.14073948 0.1515656  0.16239171 0.17321782 0.18404394 0.19487005
 0.20569617 0.21652228 0.22734839 0.23817451 0.24900062 0.25982674
 0.27065285 0.28147896 0.29230508 0.30313119 0.31395731 0.32478342
 0.33560953 0.34643565 0.35726176 0.36808788 0.37891399 0.3897401
 0.40056622 0.41139233 0.42221845 0.43304456 0.44387067 0.45469679
 0.4655229  0.47634902 0.48717513 0.49800124 0.50882736 0.51965347
 0.53047959 0.5413057  0.55213181 0.56295793 0.57378404 0.58461016
 0.59543627 0.60626238 0.6170885  0.62791461 0.63874073 0.64956684
 0.66039296 0.67121907 0.68204518 0.6928713  0.70369741 0.71452353
 0.72534964 0.73617575 0.74700187 0.75782798 0.7686541  0.77948021
 0.79030632 0.80113244 0.81195855 0.82278467 0.83361078 0.84443689
 0.85526301 0.86608912 0.87691524 0.88774135 0.89856746 0.90939358
 0.92021969 0.93104581 0.94187192 0.95269803 0.96352415 0.97435026
 0.98517638 0.99600249 1.0068286  1.01765472 1.02848083 1.03930695
 1.05013306 1.06095917 1.07178529 1.0826114 ]"
26,"[0.01081454 0.02162908 0.03244363 0.04325817 0.05407271 0.06488725
 0.07570179 0.08651634 0.09733088 0.10814542 0.11895996 0.1297745
 0.14058905 0.15140359 0.16221813 0.17303267 0.18384722 0.19466176
 0.2054763  0.21629084 0.22710538 0.23791993 0.24873447 0.25954901
 0.27036355 0.28117809 0.29199264 0.30280718 0.31362172 0.32443626
 0.3352508  0.34606535 0.35687989 0.36769443 0.37850897 0.38932351
 0.40013806 0.4109526  0.42176714 0.43258168 0.44339623 0.45421077
 0.46502531 0.47583985 0.48665439 0.49746894 0.50828348 0.51909802
 0.52991256 0.5407271  0.55154165 0.56235619 0.57317073 0.58398527
 0.59479981 0.60561436 0.6164289  0.62724344 0.63805798 0.64887252
 0.65968707 0.67050161 0.68131615 0.69213069 0.70294524 0.71375978
 0.72457432 0.73538886 0.7462034  0.75701795 0.76783249 0.77864703
 0.78946157 0.80027611 0.81109066 0.8219052  0.83271974 0.84353428
 0.85434882 0.86516337 0.87597791 0.88679245 0.89760699 0.90842153
 0.91923608 0.93005062 0.94086516 0.9516797  0.96249425 0.97330879
 0.98412333 0.99493787 1.00575241 1.01656696 1.0273815  1.03819604
 1.04901058 1.05982512 1.07063967 1.08145421]"
27,"[0.01080885 0.02161769 0.03242654 0.04323539 0.05404423 0.06485308
 0.07566193 0.08647077 0.09727962 0.10808847 0.11889732 0.12970616
 0.14051501 0.15132386 0.1621327  0.17294155 0.1837504  0.19455924
 0.20536809 0.21617694 0.22698578 0.23779463 0.24860348 0.25941232
 0.27022117 0.28103002 0.29183886 0.30264771 0.31345656 0.32426541
 0.33507425 0.3458831  0.35669195 0.36750079 0.37830964 0.38911849
 0.39992733 0.41073618 0.42154503 0.43235387 0.44316272 0.45397157
 0.46478041 0.47558926 0.48639811 0.49720695 0.5080158  0.51882465
 0.5296335  0.54044234 0.55125119 0.56206004 0.57286888 0.58367773
 0.59448658 0.60529542 0.61610427 0.62691312 0.63772196 0.64853081
 0.65933966 0.6701485  0.68095735 0.6917662  0.70257504 0.71338389
 0.72419274 0.73500159 0.74581043 0.75661928 0.76742813 0.77823697
 0.78904582 0.79985467 0.81066351 0.82147236 0.83228121 0.84309005
 0.8538989  0.86470775 0.87551659 0.88632544 0.89713429 0.90794313
 0.91875198 0.92956083 0.94036968 0.95117852 0.96198737 0.97279622
 0.98360506 0.99441391 1.00522276 1.0160316  1.02684045 1.0376493
 1.04845814 1.05926699 1.07007584 1.08088468]"
28,"[0.01082654 0.02165308 0.03247962 0.04330616 0.0541327  0.06495925
 0.07578579 0.08661233 0.09743887 0.10826541 0.11909195 0.12991849
 0.14074503 0.15157157 0.16239811 0.17322466 0.1840512  0.19487774
 0.20570428 0.21653082 0.22735736 0.2381839  0.24901044 0.25983698
 0.27066352 0.28149007 0.29231661 0.30314315 0.31396969 0.32479623
 0.33562277 0.34644931 0.35727585 0.36810239 0.37892893 0.38975548
 0.40058202 0.41140856 0.4222351  0.43306164 0.44388818 0.45471472
 0.46554126 0.4763678  0.48719434 0.49802089 0.50884743 0.51967397
 0.53050051 0.54132705 0.55215359 0.56298013 0.57380667 0.58463321
 0.59545975 0.6062863  0.61711284 0.62793938 0.63876592 0.64959246
 0.660419   0.67124554 0.68207208 0.69289862 0.70372516 0.71455171
 0.72537825 0.73620479 0.74703133 0.75785787 0.76868441 0.77951095
 0.79033749 0.80116403 0.81199057 0.82281712 0.83364366 0.8444702
 0.85529674 0.86612328 0.87694982 0.88777636 0.8986029  0.90942944
 0.92025598 0.93108253 0.94190907 0.95273561 0.96356215 0.97438869
 0.98521523 0.99604177 1.00686831 1.01769485 1.02852139 1.03934794
 1.05017448 1.06100102 1.07182756 1.0826541 ]"
29,"[0.01080892 0.02161784 0.03242676 0.04323567 0.05404459 0.06485351
 0.07566243 0.08647135 0.09728027 0.10808919 0.11889811 0.12970702
 0.14051594 0.15132486 0.16213378 0.1729427  0.18375162 0.19456054
 0.20536945 0.21617837 0.22698729 0.23779621 0.24860513 0.25941405
 0.27022297 0.28103189 0.2918408  0.30264972 0.31345864 0.32426756
 0.33507648 0.3458854  0.35669432 0.36750323 0.37831215 0.38912107
 0.39992999 0.41073891 0.42154783 0.43235675 0.44316567 0.45397458
 0.4647835  0.47559242 0.48640134 0.49721026 0.50801918 0.5188281
 0.52963701 0.54044593 0.55125485 0.56206377 0.57287269 0.58368161
 0.59449053 0.60529945 0.61610836 0.62691728 0.6377262  0.64853512
 0.65934404 0.67015296 0.68096188 0.69177079 0.70257971 0.71338863
 0.72419755 0.73500647 0.74581539 0.75662431 0.76743323 0.77824214
 0.78905106 0.79985998 0.8106689  0.82147782 0.83228674 0.84309566
 0.85390457 0.86471349 0.87552241 0.88633133 0.89714025 0.90794917
 0.91875809 0.92956701 0.94037592 0.95118484 0.96199376 0.97280268
 0.9836116  0.99442052 1.00522944 1.01603835 1.02684727 1.03765619
 1.04846511 1.05927403 1.07008295 1.08089187]"
30,"[0.01078337 0.02156674 0.03235012 0.04313349 0.05391686 0.06470023
 0.07548361 0.08626698 0.09705035 0.10783372 0.1186171  0.12940047
 0.14018384 0.15096721 0.16175059 0.17253396 0.18331733 0.1941007
 0.20488408 0.21566745 0.22645082 0.23723419 0.24801757 0.25880094
 0.26958431 0.28036768 0.29115106 0.30193443 0.3127178  0.32350117
 0.33428455 0.34506792 0.35585129 0.36663466 0.37741804 0.38820141
 0.39898478 0.40976815 0.42055153 0.4313349  0.44211827 0.45290164
 0.46368502 0.47446839 0.48525176 0.49603513 0.50681851 0.51760188
 0.52838525 0.53916862 0.549952   0.56073537 0.57151874 0.58230211
 0.59308549 0.60386886 0.61465223 0.6254356  0.63621898 0.64700235
 0.65778572 0.66856909 0.67935247 0.69013584 0.70091921 0.71170258
 0.72248596 0.73326933 0.7440527  0.75483607 0.76561945 0.77640282
 0.78718619 0.79796956 0.80875294 0.81953631 0.83031968 0.84110305
 0.85188643 0.8626698  0.87345317 0.88423654 0.89501991 0.90580329
 0.91658666 0.92737003 0.9381534  0.94893678 0.95972015 0.97050352
 0.98128689 0.99207027 1.00285364 1.01363701 1.02442038 1.03520376
 1.04598713 1.0567705  1.06755387 1.07833725]"
31,"[0.01077632 0.02155265 0.03232897 0.04310529 0.05388162 0.06465794
 0.07543426 0.08621059 0.09698691 0.10776323 0.11853956 0.12931588
 0.1400922  0.15086853 0.16164485 0.17242117 0.1831975  0.19397382
 0.20475014 0.21552647 0.22630279 0.23707911 0.24785544 0.25863176
 0.26940808 0.28018441 0.29096073 0.30173705 0.31251337 0.3232897
 0.33406602 0.34484234 0.35561867 0.36639499 0.37717131 0.38794764
 0.39872396 0.40950028 0.42027661 0.43105293 0.44182925 0.45260558
 0.4633819  0.47415822 0.48493455 0.49571087 0.50648719 0.51726352
 0.52803984 0.53881616 0.54959249 0.56036881 0.57114513 0.58192146
 0.59269778 0.6034741  0.61425043 0.62502675 0.63580307 0.6465794
 0.65735572 0.66813204 0.67890837 0.68968469 0.70046101 0.71123734
 0.72201366 0.73278998 0.74356631 0.75434263 0.76511895 0.77589528
 0.7866716  0.79744792 0.80822425 0.81900057 0.82977689 0.84055322
 0.85132954 0.86210586 0.87288219 0.88365851 0.89443483 0.90521116
 0.91598748 0.9267638  0.93754012 0.94831645 0.95909277 0.96986909
 0.98064542 0.99142174 1.00219806 1.01297439 1.02375071 1.03452703
 1.04530336 1.05607968 1.066856   1.07763233]"
32,"[0.01076714 0.02153427 0.03230141 0.04306854 0.05383568 0.06460281
 0.07536995 0.08613708 0.09690422 0.10767135 0.11843849 0.12920562
 0.13997276 0.15073989 0.16150703 0.17227416 0.1830413  0.19380843
 0.20457557 0.21534271 0.22610984 0.23687698 0.24764411 0.25841125
 0.26917838 0.27994552 0.29071265 0.30147979 0.31224692 0.32301406
 0.33378119 0.34454833 0.35531546 0.3660826  0.37684973 0.38761687
 0.398384   0.40915114 0.41991828 0.43068541 0.44145255 0.45221968
 0.46298682 0.47375395 0.48452109 0.49528822 0.50605536 0.51682249
 0.52758963 0.53835676 0.5491239  0.55989103 0.57065817 0.5814253
 0.59219244 0.60295957 0.61372671 0.62449384 0.63526098 0.64602812
 0.65679525 0.66756239 0.67832952 0.68909666 0.69986379 0.71063093
 0.72139806 0.7321652  0.74293233 0.75369947 0.7644666  0.77523374
 0.78600087 0.79676801 0.80753514 0.81830228 0.82906941 0.83983655
 0.85060369 0.86137082 0.87213796 0.88290509 0.89367223 0.90443936
 0.9152065  0.92597363 0.93674077 0.9475079  0.95827504 0.96904217
 0.97980931 0.99057644 1.00134358 1.01211071 1.02287785 1.03364498
 1.04441212 1.05517926 1.06594639 1.07671353]"
33,"[0.01078577 0.02157155 0.03235732 0.0431431  0.05392887 0.06471465
 0.07550042 0.0862862  0.09707197 0.10785774 0.11864352 0.12942929
 0.14021507 0.15100084 0.16178662 0.17257239 0.18335816 0.19414394
 0.20492971 0.21571549 0.22650126 0.23728704 0.24807281 0.25885859
 0.26964436 0.28043013 0.29121591 0.30200168 0.31278746 0.32357323
 0.33435901 0.34514478 0.35593055 0.36671633 0.3775021  0.38828788
 0.39907365 0.40985943 0.4206452  0.43143098 0.44221675 0.45300252
 0.4637883  0.47457407 0.48535985 0.49614562 0.5069314  0.51771717
 0.52850294 0.53928872 0.55007449 0.56086027 0.57164604 0.58243182
 0.59321759 0.60400337 0.61478914 0.62557491 0.63636069 0.64714646
 0.65793224 0.66871801 0.67950379 0.69028956 0.70107533 0.71186111
 0.72264688 0.73343266 0.74421843 0.75500421 0.76578998 0.77657576
 0.78736153 0.7981473  0.80893308 0.81971885 0.83050463 0.8412904
 0.85207618 0.86286195 0.87364772 0.8844335  0.89521927 0.90600505
 0.91679082 0.9275766  0.93836237 0.94914815 0.95993392 0.97071969
 0.98150547 0.99229124 1.00307702 1.01386279 1.02464857 1.03543434
 1.04622011 1.05700589 1.06779166 1.07857744]"
34,"[0.01077844 0.02155688 0.03233533 0.04311377 0.05389221 0.06467065
 0.07544909 0.08622754 0.09700598 0.10778442 0.11856286 0.1293413
 0.14011975 0.15089819 0.16167663 0.17245507 0.18323351 0.19401196
 0.2047904  0.21556884 0.22634728 0.23712572 0.24790417 0.25868261
 0.26946105 0.28023949 0.29101793 0.30179638 0.31257482 0.32335326
 0.3341317  0.34491014 0.35568859 0.36646703 0.37724547 0.38802391
 0.39880235 0.4095808  0.42035924 0.43113768 0.44191612 0.45269456
 0.463473   0.47425145 0.48502989 0.49580833 0.50658677 0.51736521
 0.52814366 0.5389221  0.54970054 0.56047898 0.57125742 0.58203587
 0.59281431 0.60359275 0.61437119 0.62514963 0.63592808 0.64670652
 0.65748496 0.6682634  0.67904184 0.68982029 0.70059873 0.71137717
 0.72215561 0.73293405 0.7437125  0.75449094 0.76526938 0.77604782
 0.78682626 0.79760471 0.80838315 0.81916159 0.82994003 0.84071847
 0.85149692 0.86227536 0.8730538  0.88383224 0.89461068 0.90538913
 0.91616757 0.92694601 0.93772445 0.94850289 0.95928134 0.97005978
 0.98083822 0.99161666 1.0023951  1.01317355 1.02395199 1.03473043
 1.04550887 1.05628731 1.06706576 1.0778442 ]"
35,"[0.01075296 0.02150592 0.03225887 0.04301183 0.05376479 0.06451775
 0.07527071 0.08602366 0.09677662 0.10752958 0.11828254 0.1290355
 0.13978845 0.15054141 0.16129437 0.17204733 0.18280029 0.19355325
 0.2043062  0.21505916 0.22581212 0.23656508 0.24731804 0.25807099
 0.26882395 0.27957691 0.29032987 0.30108283 0.31183578 0.32258874
 0.3333417  0.34409466 0.35484762 0.36560057 0.37635353 0.38710649
 0.39785945 0.40861241 0.41936536 0.43011832 0.44087128 0.45162424
 0.4623772  0.47313015 0.48388311 0.49463607 0.50538903 0.51614199
 0.52689495 0.5376479  0.54840086 0.55915382 0.56990678 0.58065974
 0.59141269 0.60216565 0.61291861 0.62367157 0.63442453 0.64517748
 0.65593044 0.6666834  0.67743636 0.68818932 0.69894227 0.70969523
 0.72044819 0.73120115 0.74195411 0.75270706 0.76346002 0.77421298
 0.78496594 0.7957189  0.80647186 0.81722481 0.82797777 0.83873073
 0.84948369 0.86023665 0.8709896  0.88174256 0.89249552 0.90324848
 0.91400144 0.92475439 0.93550735 0.94626031 0.95701327 0.96776623
 0.97851918 0.98927214 1.0000251  1.01077806 1.02153102 1.03228397
 1.04303693 1.05378989 1.06454285 1.07529581]"
36,"[0.01074479 0.02148958 0.03223437 0.04297916 0.05372395 0.06446874
 0.07521353 0.08595832 0.09670312 0.10744791 0.1181927  0.12893749
 0.13968228 0.15042707 0.16117186 0.17191665 0.18266144 0.19340623
 0.20415102 0.21489581 0.2256406  0.23638539 0.24713018 0.25787497
 0.26861977 0.27936456 0.29010935 0.30085414 0.31159893 0.32234372
 0.33308851 0.3438333  0.35457809 0.36532288 0.37606767 0.38681246
 0.39755725 0.40830204 0.41904683 0.42979162 0.44053642 0.45128121
 0.462026   0.47277079 0.48351558 0.49426037 0.50500516 0.51574995
 0.52649474 0.53723953 0.54798432 0.55872911 0.5694739  0.58021869
 0.59096348 0.60170827 0.61245306 0.62319786 0.63394265 0.64468744
 0.65543223 0.66617702 0.67692181 0.6876666  0.69841139 0.70915618
 0.71990097 0.73064576 0.74139055 0.75213534 0.76288013 0.77362492
 0.78436971 0.79511451 0.8058593  0.81660409 0.82734888 0.83809367
 0.84883846 0.85958325 0.87032804 0.88107283 0.89181762 0.90256241
 0.9133072  0.92405199 0.93479678 0.94554157 0.95628636 0.96703116
 0.97777595 0.98852074 0.99926553 1.01001032 1.02075511 1.0314999
 1.04224469 1.05298948 1.06373427 1.07447906]"
37,"[0.01073589 0.02147178 0.03220767 0.04294356 0.05367945 0.06441535
 0.07515124 0.08588713 0.09662302 0.10735891 0.1180948  0.12883069
 0.13956658 0.15030247 0.16103836 0.17177426 0.18251015 0.19324604
 0.20398193 0.21471782 0.22545371 0.2361896  0.24692549 0.25766138
 0.26839727 0.27913317 0.28986906 0.30060495 0.31134084 0.32207673
 0.33281262 0.34354851 0.3542844  0.36502029 0.37575618 0.38649208
 0.39722797 0.40796386 0.41869975 0.42943564 0.44017153 0.45090742
 0.46164331 0.4723792  0.48311509 0.49385099 0.50458688 0.51532277
 0.52605866 0.53679455 0.54753044 0.55826633 0.56900222 0.57973811
 0.590474   0.6012099  0.61194579 0.62268168 0.63341757 0.64415346
 0.65488935 0.66562524 0.67636113 0.68709702 0.69783291 0.70856881
 0.7193047  0.73004059 0.74077648 0.75151237 0.76224826 0.77298415
 0.78372004 0.79445593 0.80519182 0.81592771 0.82666361 0.8373995
 0.84813539 0.85887128 0.86960717 0.88034306 0.89107895 0.90181484
 0.91255073 0.92328662 0.93402252 0.94475841 0.9554943  0.96623019
 0.97696608 0.98770197 0.99843786 1.00917375 1.01990964 1.03064553
 1.04138143 1.05211732 1.06285321 1.0735891 ]"
38,"[0.01075828 0.02151656 0.03227484 0.04303312 0.0537914  0.06454968
 0.07530796 0.08606623 0.09682451 0.10758279 0.11834107 0.12909935
 0.13985763 0.15061591 0.16137419 0.17213247 0.18289075 0.19364903
 0.20440731 0.21516559 0.22592387 0.23668214 0.24744042 0.2581987
 0.26895698 0.27971526 0.29047354 0.30123182 0.3119901  0.32274838
 0.33350666 0.34426494 0.35502322 0.3657815  0.37653978 0.38729805
 0.39805633 0.40881461 0.41957289 0.43033117 0.44108945 0.45184773
 0.46260601 0.47336429 0.48412257 0.49488085 0.50563913 0.51639741
 0.52715569 0.53791397 0.54867224 0.55943052 0.5701888  0.58094708
 0.59170536 0.60246364 0.61322192 0.6239802  0.63473848 0.64549676
 0.65625504 0.66701332 0.6777716  0.68852988 0.69928815 0.71004643
 0.72080471 0.73156299 0.74232127 0.75307955 0.76383783 0.77459611
 0.78535439 0.79611267 0.80687095 0.81762923 0.82838751 0.83914579
 0.84990406 0.86066234 0.87142062 0.8821789  0.89293718 0.90369546
 0.91445374 0.92521202 0.9359703  0.94672858 0.95748686 0.96824514
 0.97900342 0.9897617  1.00051997 1.01127825 1.02203653 1.03279481
 1.04355309 1.05431137 1.06506965 1.07582793]"
39,"[0.01072538 0.02145076 0.03217614 0.04290152 0.0536269  0.06435228
 0.07507766 0.08580304 0.09652842 0.1072538  0.11797918 0.12870456
 0.13942995 0.15015533 0.16088071 0.17160609 0.18233147 0.19305685
 0.20378223 0.21450761 0.22523299 0.23595837 0.24668375 0.25740913
 0.26813451 0.27885989 0.28958527 0.30031065 0.31103603 0.32176141
 0.33248679 0.34321217 0.35393755 0.36466293 0.37538831 0.38611369
 0.39683907 0.40756446 0.41828984 0.42901522 0.4397406  0.45046598
 0.46119136 0.47191674 0.48264212 0.4933675  0.50409288 0.51481826
 0.52554364 0.53626902 0.5469944  0.55771978 0.56844516 0.57917054
 0.58989592 0.6006213  0.61134668 0.62207206 0.63279744 0.64352282
 0.6542482  0.66497358 0.67569897 0.68642435 0.69714973 0.70787511
 0.71860049 0.72932587 0.74005125 0.75077663 0.76150201 0.77222739
 0.78295277 0.79367815 0.80440353 0.81512891 0.82585429 0.83657967
 0.84730505 0.85803043 0.86875581 0.87948119 0.89020657 0.90093195
 0.91165733 0.92238271 0.93310809 0.94383348 0.95455886 0.96528424
 0.97600962 0.986735   0.99746038 1.00818576 1.01891114 1.02963652
 1.0403619  1.05108728 1.06181266 1.07253804]"
40,"[0.01071468 0.02142936 0.03214403 0.04285871 0.05357339 0.06428807
 0.07500275 0.08571742 0.0964321  0.10714678 0.11786146 0.12857614
 0.13929081 0.15000549 0.16072017 0.17143485 0.18214953 0.19286421
 0.20357888 0.21429356 0.22500824 0.23572292 0.2464376  0.25715227
 0.26786695 0.27858163 0.28929631 0.30001099 0.31072566 0.32144034
 0.33215502 0.3428697  0.35358438 0.36429905 0.37501373 0.38572841
 0.39644309 0.40715777 0.41787244 0.42858712 0.4393018  0.45001648
 0.46073116 0.47144584 0.48216051 0.49287519 0.50358987 0.51430455
 0.52501923 0.5357339  0.54644858 0.55716326 0.56787794 0.57859262
 0.58930729 0.60002197 0.61073665 0.62145133 0.63216601 0.64288068
 0.65359536 0.66431004 0.67502472 0.6857394  0.69645407 0.70716875
 0.71788343 0.72859811 0.73931279 0.75002747 0.76074214 0.77145682
 0.7821715  0.79288618 0.80360086 0.81431553 0.82503021 0.83574489
 0.84645957 0.85717425 0.86788892 0.8786036  0.88931828 0.90003296
 0.91074764 0.92146231 0.93217699 0.94289167 0.95360635 0.96432103
 0.9750357  0.98575038 0.99646506 1.00717974 1.01789442 1.02860909
 1.03932377 1.05003845 1.06075313 1.07146781]"
